Mode,Param,Strict,Relaxed
KTC,NoCommon_3_.1,0.2753623188405797,0.2246376811594203
KTC,NoCommon_3_.2,0.30434782608695654,0.26811594202898553
KTC,NoCommon_4_.1,0.3007246376811594,0.2826086956521739
KTC,NoCommon_4_.2,0.34782608695652173,0.32971014492753625
KTC,ComplexCommon_4_.2,0.34782608695652173,0.34782608695652173
KTC,SimpleCommon_4_.2,0.34782608695652173,0.34782608695652173
KAC,NoCommon_4_.2,0.358695652173913,0.358695652173913
KAC,SimpleCommon_4_.2,0.32971014492753625,0.32971014492753625
