Mode,Param,Strict,Relaxed
KTC,NoCommon_3_.1,0.20316027088036118,0.3431151241534989
KTC,NoCommon_3_.2,0.3115124153498871,0.3431151241534989
KTC,NoCommon_4_.1,0.2234762979683973,0.26410835214446954
KTC,NoCommon_4_.2,0.30699774266365687,0.33860045146726864
KTC,ComplexCommon_4_.2,0.30699774266365687,0.30699774266365687
KTC,SimpleCommon_4_.2,0.30699774266365687,0.30699774266365687
KAC,NoCommon_4_.2,0.36343115124153497,0.36343115124153497
KAC,SimpleCommon_4_.2,0.417607223476298,0.417607223476298
