0.5,V,F# Major,0.40054804476111816
1.5,V,F# Major,0.3662153552101652
2.5,I,F# Major,0.4509729166714901
3.5,I,F# Major,0.4569858888937766
4.5,V,F# Major,0.36427842439724334
5.5,V,F# Major,0.36427842439724334
6.5,I,F# Major,0.4484088097326015
7.5,I,F# Major,0.40120788239232774
8.5,V+,g# Minor,0.42236645519497507
9.5,V+,g# Minor,0.38616361617826295
10.5,II7,F# Major,0.5057478009744807
12.5,II7,F# Major,0.30011407969914244
13.5,V7,F# Major,0.3078130017098489
14.5,DimVII,F# Major,0.3371652006496538
2401/160,VI,F# Major,0.27394672552784366
2561/160,I,F# Major,0.391238864904787
2721/160,I,F# Major,0.45517302087703265
2761/160,V,F# Major,0.3292704129702501
3081/160,I,F# Major,0.4626306422282593
3241/160,I,F# Major,0.451457481475501
3401/160,bVI,F# Major,0.24172941662380046
3561/160,VI,B Major,0.24468459747943463
3721/160,V,B Major,0.13049845198903182
3881/160,VI,F# Major,0.22313484611427736
12059/480,V,B Major,0.37951080425381695
12539/480,V7,B Major,0.4404322754629822
13019/480,VI,F# Major,0.3406300970006007
13499/480,V,G# Major,0.20797497368629111
13979/480,II7,F# Major,0.4866144242865725
14939/480,II7,C# Major,0.44037146972136815
15419/480,V7,F# Major,0.3062584361348836
15899/480,I,C# Major,0.32902335162280616
7951/240,IV,C# Major,0.3915243262947625
8431/240,I,C# Major,0.47477476199112256
8911/240,VI,C# Major,0.2658585839764023
9151/240,I,f# Minor,0.43893268696170856
9871/240,I,D Major,0.2812636691088343
10111/240,I,D Major,0.4602584950309095
4141/96,I,f# Minor,0.1925066254030462
4237/96,I,f# Minor,0.25667550053739496
4333/96,V+,d# Minor,0.3695036758810943
4429/96,V+,d# Minor,0.22738687746528877
4525/96,V+,d# Minor,0.35732223601688234
4621/96,I,d# Minor,0.28585778881350593
4717/96,V+,d# Minor,0.4261592546925768
4909/96,V7,F# Major,0.3965918335251494
5005/96,I,g# Minor,0.31142784080552366
5101/96,V7,F# Major,0.4062745973992398
5197/96,IV,g# Minor,0.33449656975408093
5293/96,V7,F# Major,0.4665786276766463
5389/96,V7,C# Major,0.2639668656335192
5485/96,VI,F# Major,0.4665786276766463
5581/96,I,C# Major,0.39603684496360114
5773/96,I,C# Major,0.29036355219687104
5869/96,I,g# Minor,0.30799828645371585
5965/96,V7,F# Major,0.4062745973992398
6061/96,V,F# Major,0.3272767590160543
6157/96,I,C# Major,0.3871514029291614
6253/96,DimVII,C# Major,0.2765367163779724
6349/96,I,C# Major,0.4537477111483497
6445/96,VI,E Major,0.17711312759373166
6541/96,I,E Major,0.2635091220421895
6637/96,I,E Major,0.33025812460108056
6733/96,I,E Major,0.260978990466887
6829/96,I,E Major,0.3270870901314671
6925/96,I,E Major,0.2985640040916217
7021/96,II,E Major,0.25745736584712303
7117/96,I,E Major,0.31926350613792687
7213/96,I,E Major,0.37172988651723643
7309/96,V7,A Major,0.40287857932807825
7405/96,V7,A Major,0.41112161931433044
7501/96,V7,A Major,0.3988159381919968
7597/96,I,E Major,0.42199983797301444
7693/96,V+7,f# Minor,0.3523364089778588
7789/96,I,f# Minor,0.35016149287305726
7885/96,V+,f# Minor,0.3579082695473133
7981/96,I,A Major,0.27825226429894484
8077/96,V+,f# Minor,0.3442247992659346
8173/96,IV,f# Minor,0.3402337871005325
8269/96,IIdim7,f# Minor,0.344883820001934
8365/96,IIdim7,f# Minor,0.4648434095678241
8461/96,V+7,f# Minor,0.32711202895513547
8557/96,IIdim,f# Minor,0.3026887318116064
8749/96,I,f# Minor,0.33215410229589226
8845/96,I,C# Major,0
9133/96,V+,b Minor,0.3141549546824181
9229/96,V,F# Major,0.2927917512957574
9325/96,IV,A Major,0.26788652208188396
9421/96,V,F# Major,0.19101841217758156
9613/96,V,F# Major,0.40483483070203524
9709/96,V,F# Major,0.37013470235614654
9805/96,I,F# Major,0.44220258879887325
9901/96,I,F# Major,0.43152279338770405
9997/96,I,b Minor,0.2707508950774811
10093/96,V7,F# Major,0.300734445664369
10189/96,V,B Major,0.3831034548044509
10285/96,V,B Major,0.4158922105599608
10381/96,V+,g# Minor,0.4301231883124898
10477/96,V+,g# Minor,0.39325548645713354
10573/96,II7,F# Major,0.4970607383508061
10669/96,II7,F# Major,0.4763498742528559
10765/96,I,F# Major,0.30438965602022505
10861/96,V7,F# Major,0.30483194883218595
13697/120,I,F# Major,0.36040657066648796
13817/120,V7,F# Major,0.3052961599217781
13937/120,DimVII,F# Major,0.33440835976975414
55751/480,VI,F# Major,0.32026031377949526
56231/480,V7,F# Major,0.2926073147985349
56711/480,I,F# Major,0.41801044971219276
57191/480,I,F# Major,0.43891097219780234
57671/480,I,F# Major,0.41679475575542596
58151/480,I,F# Major,0.4376344935431973
58631/480,I,F# Major,0.44539972627034524
59111/480,I,F# Major,0.4718705110357662
