0.0,I,e Minor,294643/500000
7.0,I+,e Minor,1/2
8.0,V+7,e Minor,62963/100000
9.0,V+,e Minor,263889/500000
10.0,V+,e Minor,583333/1000000
11.0,I+,e Minor,0.75
12.0,DimVII,e Minor,583333/1000000
13.0,V+,e Minor,3/4
14.0,IV,e Minor,416667/1000000
15.0,IIdim7,e Minor,407407/1000000
16.0,I+,b Minor,3/4
17.0,DimVII,b Minor,666667/1000000
18.0,I+,b Minor,3/4
20.0,VI,b Minor,3/4
21.0,GerVI,b Minor,1/2
22.0,I+,b Minor,388889/500000
23.0,V+7,b Minor,169753/250000
24.0,I,b Minor,638889/1000000
26.0,I,b Minor,666667/1000000
28.0,I+,b Minor,611111/1000000
29.0,IIdim7,b Minor,59829/125000
30.0,V+7,b Minor,161111/250000
32.0,I+,b Minor,1
33.0,IV,b Minor,357143/1000000
35.0,I+,b Minor,7/8
36.0,I,e Minor,3/5
39.0,I+,e Minor,1/2
40.0,V+7,e Minor,25679/40000
41.0,V+,e Minor,518519/1000000
42.0,V+7,e Minor,388889/1000000
43.0,IIdim7,e Minor,37037/100000
44.0,DimVII,e Minor,138889/250000
45.0,IIdim,e Minor,87037/200000
46.0,I,e Minor,29321/62500
47.0,IIdim7,e Minor,388889/1000000
48.0,V+,e Minor,733333/1000000
49.0,I,e Minor,311111/500000
50.0,V,e Minor,548077/1000000
53.0,III,e Minor,5/8
54.0,V,e Minor,236111/500000
55.0,VI,e Minor,3/4
56.0,V7,C Major,238889/500000
57.0,V7,C Major,0.394667
58.0,I,C Major,3/4
60.0,IV+,e Minor,583333/1000000
61.0,IV+,e Minor,263889/500000
62.0,VII,e Minor,611111/1000000
64.0,V+7,e Minor,62037/100000
65.0,IIdim,e Minor,263889/500000
66.0,I,e Minor,527273/1000000
68.0,V,e Minor,638889/1000000
70.0,V,e Minor,511111/1000000
72.0,V+7,e Minor,580247/1000000
73.0,V+7,e Minor,488889/1000000
74.0,I,e Minor,77381/125000
76.0,V+7,b Minor,94017/200000
77.0,V+7,b Minor,261111/500000
78.0,I,b Minor,606061/1000000
80.0,I+,b Minor,1/2
81.0,V,b Minor,432099/1000000
82.0,V+,b Minor,161111/250000
83.0,DimVII,b Minor,611111/1000000
84.0,I,B Major,3/5
89.0,I,B Major,0.761905
90.0,I,B Major,111111/250000
91.0,VI,B Major,0.290476
92.0,II7,B Major,153409/250000
95.0,IV,B Major,37037/125000
96.0,DimVII,B Major,1/2
97.0,DimVII,B Major,202381/500000
98.0,I,B Major,47743/125000
99.0,DimVII7,B Major,52381/100000
100.0,IV,B Major,138889/250000
101.0,I,B Major,3/5
106.0,I,B Major,383333/1000000
107.0,I,B Major,541667/1000000
108.0,II7,B Major,645833/1000000
112.0,DimVII,B Major,236111/500000
113.0,V7,B Major,3/8
114.0,III,B Major,354167/1000000
115.0,DimVII7,B Major,52381/100000
116.0,IV,B Major,458333/1000000
117.0,I,B Major,7/16
118.0,I,B Major,0.522727
120.0,I,e Minor,294643/500000
123.0,ItaVI,e Minor,0.552
124.0,V+7,e Minor,62963/100000
125.0,V+,e Minor,263889/500000
126.0,V+,e Minor,583333/1000000
127.0,V+7,e Minor,93077/250000
128.0,DimVII,e Minor,583333/1000000
129.0,V+,e Minor,666667/1000000
130.0,I,e Minor,766667/1000000
131.0,V+,e Minor,92033/250000
132.0,I+,b Minor,392857/500000
133.0,DimVII7,b Minor,0.495879
134.0,I+,b Minor,11/20
136.0,VI,b Minor,3/4
137.0,III,b Minor,2/5
138.0,I,b Minor,766667/1000000
139.0,V+7,b Minor,377643/1000000
140.0,I,b Minor,642857/1000000
142.0,I,b Minor,666667/1000000
143.0,DimVII,b Minor,11503/31250
144.0,I,b Minor,496769/1000000
145.0,IIdim7,b Minor,404833/1000000
146.0,V+7,b Minor,55081/100000
147.0,V+7,b Minor,288661/1000000
148.0,I+,b Minor,1
35761/240,IV,e Minor,372449/1000000
36241/240,V+,e Minor,7/8
36481/240,I,e Minor,3/5
37201/240,I+,e Minor,1/2
37441/240,V+7,e Minor,25679/40000
37681/240,V+,e Minor,518519/1000000
37921/240,V+,e Minor,2/5
38161/240,IV,e Minor,416667/1000000
38401/240,DimVII,e Minor,138889/250000
38641/240,IIdim,e Minor,7/16
38881/240,I,e Minor,29321/62500
39121/240,IIdim7,e Minor,388889/1000000
39361/240,V+,e Minor,733333/1000000
39601/240,I,e Minor,311111/500000
39841/240,V+,e Minor,711111/1000000
40321/240,V+7,e Minor,68109/125000
40561/240,DimVII7,e Minor,537879/1000000
40801/240,V+7,e Minor,611111/1000000
41041/240,V+7,e Minor,583333/1000000
41281/240,I,e Minor,666667/1000000
41761/240,I,e Minor,3/5
42481/240,I,e Minor,0.474432
42721/240,IV+,e Minor,47619/100000
42961/240,V+7,e Minor,562963/1000000
43201/240,I+,e Minor,109091/200000
44641/240,I,E Major,111111/250000
44881/240,VI,E Major,0.290476
45121/240,II7,E Major,153409/250000
45841/240,IV,E Major,37037/125000
46081/240,bVI,E Major,1/2
46321/240,DimVII,E Major,202381/500000
46561/240,I,E Major,47743/125000
46801/240,DimVII7,E Major,52381/100000
47041/240,IV,E Major,138889/250000
47281/240,I,E Major,3/5
48481/240,I,E Major,433333/1000000
48721/240,I,E Major,0.416667
48961/240,I,A Major,571429/1000000
49921/240,DimVII,E Major,236111/500000
50161/240,V7,E Major,3/8
50401/240,III,E Major,354167/1000000
50641/240,DimVII7,E Major,52381/100000
50881/240,I,E Major,27/40
51841/240,DimVII7,E Major,267857/500000
52081/240,DimVII,E Major,633333/1000000
52321/240,DimVII7,E Major,267857/500000
52561/240,DimVII,E Major,633333/1000000
52801/240,I,E Major,0.630435
