0.0,I,G- Major,83/150
1.0,I,G- Major,3/4
2.0,I,G- Major,121/210
3.0,I,G- Major,3/4
4.0,V,G- Major,3/4
5.0,II,G- Major,67/135
8.0,I,G- Major,83/150
9.0,I,G- Major,3/4
10.0,I,G- Major,121/210
11.0,I,G- Major,3/4
12.0,II,G- Major,3/4
14.0,III,G- Major,5/6
16.0,I,G- Major,83/150
17.0,I,G- Major,3/4
18.0,I,G- Major,121/210
19.0,I,G- Major,3/4
20.0,V,G- Major,3/4
21.0,II,G- Major,67/135
24.0,I,G- Major,83/150
25.0,I,G- Major,3/4
26.0,I,G- Major,121/210
27.0,I,G- Major,3/4
28.0,II,G- Major,19/36
30.0,I,D- Major,43/70
32.0,V7,D- Major,125/264
33.0,I,D- Major,35/72
34.0,V7,D- Major,61/132
35.0,I,D- Major,0.6533333333333334
36.0,V7,D- Major,103/198
37.0,I,D- Major,41/81
38.0,V7,D- Major,91/198
39.0,I,D- Major,41/81
40.0,V7,D- Major,95/198
41.0,I,D- Major,35/72
42.0,V7,D- Major,61/132
43.0,I,D- Major,0.6533333333333334
44.0,V7,D- Major,9/14
48.0,I,G- Major,1/2
50.0,I,G- Major,1/3
52.0,I,e- Minor,38/63
54.0,I,G- Major,1/2
55.0,I,G- Major,11/18
56.0,III,G- Major,1/2
58.0,IV+,d- Minor,67/105
59.0,IV+,d- Minor,5/9
60.0,IV+,d- Minor,7/15
61.0,I+,d- Minor,67/84
62.0,IIdim7,d- Minor,269/432
64.0,I+,d- Minor,340/693
75.0,V+7,d- Minor,668/1107
80.0,I,D- Major,3/4
83.0,I,D- Major,3/8
84.0,I,D- Major,3/4
87.0,I,D- Major,3/8
88.0,I,D- Major,17/30
89.0,FreVI,D- Major,139/288
90.0,II,G- Major,1/2
91.0,I,G- Major,11/28
92.0,V7,G- Major,47/99
93.0,V7,G- Major,94/225
94.0,IV,G- Major,8/15
95.0,V7,G- Major,94/225
96.0,I,G- Major,83/150
97.0,I,G- Major,3/4
98.0,I,G- Major,121/210
99.0,I,G- Major,3/4
100.0,V,G- Major,3/4
101.0,II,G- Major,67/135
104.0,I,G- Major,83/150
105.0,I,G- Major,3/4
106.0,I,G- Major,121/210
107.0,I,G- Major,3/4
108.0,II,G- Major,3/4
109.0,III,G- Major,5/6
110.0,II,G- Major,3/4
111.0,III,G- Major,5/6
112.0,II,G- Major,26/45
113.0,I,G- Major,11/18
114.0,V7,G- Major,17/28
115.0,I,G- Major,3/4
116.0,II,G- Major,26/45
117.0,I,G- Major,11/18
118.0,V7,G- Major,17/28
119.0,I,G- Major,3/4
120.0,II,G- Major,26/45
122.0,I+,a- Minor,29/63
123.0,I+,a- Minor,29/63
124.0,I,G- Major,31/75
128.0,I,G- Major,0.4219409282700422
129.0,V,G- Major,3/4
130.0,I,G- Major,35/81
131.5,II7,G- Major,0.48333333333333334
132.5,V7,G- Major,0.5113636363636364
133.5,I,G- Major,0.75
134.5,V7,G- Major,7/18
135.5,I,G- Major,31/49
136.5,V7,G- Major,0.3888888888888889
137.5,I,G- Major,14/25
138.5,V7,G- Major,100/231
139.5,I,G- Major,13/27
140.5,V7,G- Major,100/231
141.5,I,G- Major,67/105
142.5,V7,G- Major,43/96
143.5,I,G- Major,62/105
144.5,V7,G- Major,0.4625
145.5,I,G- Major,3/5
146.5,V7,G- Major,100/231
147.5,I,G- Major,13/27
148.5,V7,G- Major,26/63
149.5,I,G- Major,19/30
150.5,V7,G- Major,25/69
151.5,I,G- Major,7/12
152.5,V7,G- Major,41/115
153.5,I,G- Major,7/12
154.5,I,G- Major,4/9
155.5,I,G- Major,22/45
156.5,I,G- Major,22/45
157.5,I,G- Major,0.5846153846153846
158.5,I,G- Major,45/77
159.5,I,G- Major,31/63
160.5,I,G- Major,31/63
161.5,I,G- Major,79/133
166.5,I,G- Major,11/27
167.5,I,G- Major,0.75
