Mode,Param,Strict,Relaxed
KTC,NoCommon_3_.1,0.6666666666666666,0.6666666666666666
KTC,NoCommon_3_.2,0.5666666666666667,0.575
KTC,NoCommon_4_.1,0.5333333333333333,0.55
KTC,NoCommon_4_.2,0.65,0.6666666666666666
KTC,ComplexCommon_4_.2,0.65,0.65
KTC,SimpleCommon_4_.2,0.65,0.65
KAC,NoCommon_4_.2,0.7333333333333333,0.7333333333333333
KAC,SimpleCommon_4_.2,0.75,0.75
