Mode,Param,Strict,Relaxed
KTC,NoCommon_3_.1,0.08888020261868185,0.08389839806890496
KTC,NoCommon_3_.2,0.09493041840392073,0.09411756638139133
KTC,NoCommon_4_.1,0.10316820276497682,0.11164234511008697
KTC,NoCommon_4_.2,0.12362436910247937,0.13514693511813308
KTC,ComplexCommon_4_.2,0.12362436910247937,0.12362436910247937
KTC,SimpleCommon_4_.2,0.12362436910247937,0.12362436910247937
KAC,NoCommon_4_.2,0.14121498061590182,0.14121498061590182
KAC,SimpleCommon_4_.2,0.15564378977397358,0.15564378977397358
