Mode,Param,Strict,Relaxed
KTC,NoCommon_3_.1,0.2201453790238837,0.22949117341640707
KTC,NoCommon_3_.2,0.24714434060228452,0.2502596053997923
KTC,NoCommon_4_.1,0.2087227414330218,0.22949117341640707
KTC,NoCommon_4_.2,0.26479750778816197,0.27414330218068533
KTC,ComplexCommon_4_.2,0.26479750778816197,0.26479750778816197
KTC,SimpleCommon_4_.2,0.26479750778816197,0.26479750778816197
KAC,NoCommon_4_.2,0.32191069574247144,0.32191069574247144
KAC,SimpleCommon_4_.2,0.3613707165109034,0.3613707165109034
