Mode,Param,Strict,Relaxed
KTC,NoCommon_3_.1,0.13948601639581093,0.1369741694888543
KTC,NoCommon_3_.2,0.14195789301781936,0.13942092193175246
KTC,NoCommon_4_.1,0.1566880850293582,0.15170436150039313
KTC,NoCommon_4_.2,0.16415853128616956,0.15912969843562014
KTC,ComplexCommon_4_.2,0.16415853128616956,0.16415853128616956
KTC,SimpleCommon_4_.2,0.16415853128616956,0.16415853128616956
KAC,NoCommon_4_.2,0.2819024256823941,0.2819024256823941
KAC,SimpleCommon_4_.2,0.28605419628036644,0.28605419628036644
