Mode,Param,Strict,Relaxed
KTC,NoCommon_3_.1,0.19736842105263158,0.2324561403508772
KTC,NoCommon_3_.2,0.07456140350877193,0.13157894736842105
KTC,NoCommon_4_.1,0.14912280701754385,0.20175438596491227
KTC,NoCommon_4_.2,0.23684210526315788,0.29385964912280704
KTC,ComplexCommon_4_.2,0.23684210526315788,0.23684210526315788
KTC,SimpleCommon_4_.2,0.23684210526315788,0.23684210526315788
KAC,NoCommon_4_.2,0.29385964912280704,0.29385964912280704
KAC,SimpleCommon_4_.2,0.3333333333333333,0.3333333333333333
