offset,tonic,key
1.0,Eb,M
16.0,G,m
17.0,Eb,M
18.0,G,m
19.0,C,m
23.0,Eb,M
77.375,F,M
80.375,Eb,M
83.375,D,M
86.375,C,M
91.375,Bb,M
96.375,G,M
103.375,Eb,M
122.375,C,m
127.375,Eb,M
153.375,Eb,m
165.375,Gb,M
173.375,Bb,M
174.375,E,m
201.375,Gb,M
210.375,Eb,m
