offset,tonic,key
0.0,Gb,M
6.0,Db,M
7.0,Gb,M
14.0,Db,M
14.5,Gb,M
17.0,Db,M
32.0,Gb,M
36.0,Db,M
40.0,Gb,M
44.0,Db,M
46.0,Gb,M
54.0,Db,M
55.0,Gb,M
