offset,tonic,key
0.5,F#,M
8.5,G#,m
11.5,F#,M
4321/160,G#,m
4961/160,F#,M
2801/80,F#,m
2701/60,A#,M
3061/60,F#,M
8141/120,F,M
8261/120,A,M
4873/60,F#,m
12191/120,F#,M
13151/120,G#,m
13571/120,F#,M
