offset,tonic,key
1.0,E,m
11.0,D,m
12.0,F#,m
13.0,A,m
16.0,D,m
17.0,E,m
19.0,F,m
23.0,G,m
25.0,A,m
37.0,E,m
49.0,E,m
59.0,A,m
62.0,D,m
65.0,E,m
