offset,tonic,key
0.0,C#,m
28.0,E,m
46.0,B,m
58.0,E,m
74.0,F#,m
82.0,C#,m
84.0,F#,m
98.0,C#,m
107.0,G#,m
108.0,C#,m
132.0,G#,m
136.0,C#,m
176.0,E,M
190.0,C#,m
220.0,E,M
226.0,C#,m
