0.0,I,E Major,0.724809045542808
2.0,I,E Major,0.6690545035779767
3.0,I,E Major,0.7516538250073564
4.0,V,E Major,0.6764884425066209
6.0,V7,E Major,0.8426758073080208
8.0,II7,E Major,0.7292386794011719
9.0,I,E Major,0.7408138965345238
11.0,V7,A Major,0.6666445859437082
12.0,IV,E Major,0.6482121594677084
13.0,V+7,f# Minor,0.7557475786779666
16.0,I,f# Minor,0.7530093628131914
18.0,V+7,f# Minor,0.6522821363589594
19.0,V+7,f# Minor,0.6429102665836869
20.0,V+7,f# Minor,0.6870432533436058
21.0,DimVII,E Major,0.5483471578449011
23.0,V7,E Major,0.8225207367673514
24.0,I,E Major,0.6785796078330649
25.0,III,E Major,0.5922149304724931
27.0,DimVII,E Major,0.49351244206041084
28.0,I,E Major,0.5922149304724931
29.0,I,E Major,0.592214930472493
31.0,I,E Major,0.6281067444405228
33.0,I,E Major,0.6729715119005603
35.0,I,E Major,0.8582825079311492
36.0,I,E Major,0.9110998930346047
37.0,V7,E Major,0.5092077577274507
40.0,VI,E Major,0.5670722756510248
41.0,I,E Major,0.6943742150828874
43.0,II7,E Major,0.7163018218749788
45.0,IV,B Major,0.47544609154445133
48.0,V7,B Major,0.8241065586770491
49.0,V7,B Major,0.8574054583835954
51.0,II7,B Major,0.8300161173518971
52.0,DimVII,B Major,0.4627267553181308
54.0,V+7,g# Minor,0.5486120635722227
55.0,I+,c# Minor,0.47634635301505807
56.0,V,B Major,0.5361247923685929
57.0,III,B Major,0.6162601732132093
60.0,III,B Major,0.6593856263283364
61.0,V7,B Major,0.6478174574453831
62.0,IV,B Major,0.6073288663550467
63.0,II7,F# Major,0.6809794526143536
65.0,I,b Minor,0.621164103171556
66.0,VI,B Major,0.44001248938086923
67.0,II7,B Major,0.6128745387804964
68.0,V,B Major,0.5561268963008209
69.0,IV,F# Major,0.5755185446630217
71.0,V7,B Major,0.7362776849785063
73.0,IIdim7,g# Minor,0.6816304280911829
74.0,III,F# Major,0.5115720397004637
75.0,IIdim7,g# Minor,0.6196640255374388
76.0,II,F# Major,0.4604148357304173
77.0,V+7,g# Minor,0.3786835711617682
79.0,III,G Major,0.5332406498530441
80.0,V,F# Major,0.47189853923549957
81.0,V7,F# Major,0.43923407646310686
83.0,IIdim7,e Minor,0.6423945950887531
84.0,V+7,e Minor,0.5946738537393029
86.0,V7,E Major,0.6308709334997787
87.0,V7,E Major,0.6155770926876629
88.0,I,e Minor,0.5481767211424027
89.0,GerVI,E Major,0.595946214695551
91.0,I,e Minor,0.6692023820966428
92.0,V,E Major,0.6838727053883373
94.0,V7,E Major,0.8046178223023013
95.0,II7,E Major,0.6568308753488175
96.0,II7,B Major,0.6364625106582977
97.0,VI,E Major,0.8137028541692394
98.0,I,E Major,0.8779677886612437
99.0,I,E Major,0.8694880003379891
100.0,V7,E Major,0.7704448645983425
103.0,V7,E Major,0.7891206855664623
104.0,bVI,E Major,0.5802357982106341
105.0,bVI,E Major,0.6962829578527608
107.0,bVI,E Major,0.6631266265264391
108.0,bVI,E Major,0.6410224056422242
110.0,V7,C Major,0.6792380745753871
112.0,DimVII,e Minor,0.41636119722692394
115.0,VI,E Major,0.44889252948557434
116.0,V7,E Major,0.6733387942283614
118.0,III,c# Minor,0.664412036275461
120.0,II7,E Major,0.6649103531323179
121.0,II7,E Major,0.8379015323696338
122.0,IV+,f# Minor,0.7712637268347934
123.0,V7,E Major,0.7132704869394514
124.0,V7,E Major,0.7756374319002441
125.0,III,f# Minor,0.5150834418529686
60001/480,V,c# Minor,0.5474645598495533
60481/480,VII,c# Minor,0.39886703646181737
60961/480,GerVI,c# Minor,0.6514828262209684
61441/480,I,c# Minor,0.5264507686634087
61921/480,I,c# Minor,0.8143535327762106
62401/480,I,c# Minor,0.7837387383109394
62881/480,I,c# Minor,0.6569574718194641
63361/480,I,c# Minor,0.48324275571335573
63841/480,I,c# Minor,0.568754848288147
64321/480,IV+,c# Minor,0.3807367166226439
64801/480,IV+,c# Minor,0.44318559606868596
65281/480,IIdim7,c# Minor,0.6204598344961604
65761/480,IIdim7,c# Minor,0.568754848288147
66241/480,IIdim7,c# Minor,0.592257114746335
66721/480,IIdim7,c# Minor,0.5337779458533144
67201/480,III,c# Minor,0.47478665596227937
67681/480,V,c# Minor,0.524472219172834
68161/480,I,c# Minor,0.48351343634219357
68641/480,IIdim7,c# Minor,0.5128172809689933
69601/480,I,c# Minor,0.6170182100346583
70081/480,I,c# Minor,0.5701909351659565
70561/480,GerVI,c# Minor,0.719854578373768
71041/480,V+7,c# Minor,0.5889719277603556
71521/480,I,c# Minor,0.48980882311341223
72001/480,FreVI,c# Minor,0.4916095908454469
72481/480,FreVI,c# Minor,0.4916095908454469
72961/480,FreVI,c# Minor,0.4916095908454469
73441/480,DimVII7,c# Minor,0.8107845566000748
73921/480,DimVII7,c# Minor,0.7281731049296889
74881/480,IIdim7,c# Minor,0.7249367800188904
75361/480,IIdim7,c# Minor,0.6686918447047118
75841/480,V+7,c# Minor,0.5980846312886863
76321/480,V+7,c# Minor,0.6781643102119335
76801/480,I,c# Minor,0.613623104552559
77281/480,IIdim7,c# Minor,0.6962455153395912
77761/480,I,c# Minor,0.7480478273860771
78241/480,V,c# Minor,0.5790691663783293
78721/480,V,c# Minor,0.5504731581621154
79201/480,V7,E Major,0.6472275646011507
79681/480,V7,E Major,0.6490715177766526
80161/480,V7,E Major,0.690376068907894
80641/480,GerVI,g# Minor,0.516164832485381
81121/480,V+7,g# Minor,0.46344828109086234
81601/480,V,c# Minor,0.6368536497314257
82081/480,V,c# Minor,0.6050109672448544
82561/480,V,c# Minor,0.6257385569436114
83041/480,I,g# Minor,0.6737815995147165
83521/480,I,g# Minor,0.6086819280640192
84001/480,I,g# Minor,0.5502443185790248
84481/480,I,g# Minor,0.6444867473619027
84961/480,I,g# Minor,0.6733352836476391
85441/480,I,g# Minor,0.7494862978696933
85921/480,I,g# Minor,0.7522417622000966
86401/480,IV+,g# Minor,0.4442948692746813
87361/480,I,f# Minor,0.7692622469459203
87841/480,I,f# Minor,0.5584274088940754
88321/480,DimVII7,B Major,0.4574198310473172
88801/480,IIdim7,e Minor,0.5741549909404665
89281/480,IIdim7,e Minor,0.5621097813403167
89761/480,IIdim7,e Minor,0.555016491242451
90241/480,IIdim7,e Minor,0.5621097813403167
90721/480,GerVI,e Minor,0.4899810339353055
91681/480,DimVII7,e Minor,0.3973517080159419
92161/480,V+7,e Minor,0.5945975873029878
92641/480,DimVII,e Minor,0.4713741592289016
