offset,key
1.0,Fm
6277/96,A♭M
6949/96,Cm
7429/96,Fm
12325/96,A♭M
13093/96,Cm
36063/160,Fm
45503/160,Am
45823/160,Fm
54303/160,B♭m
55903/160,FM
