offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
40.5,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,D-,True,V,Major
41.0,0.0,0.4165,0.0,0.0835,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,D-,True,VI,Minor
41.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,D-,True,I,Major
42.0,0.125,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.3335,0.0,0.16675,0.0,D-,True,V,Major
43.0,0.0,0.3332,0.0,0.0668,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,D-,True,I,Major
44.0,0.263158,0.0,0.0,0.105263,0.0,0.0,0.281053,0.0,0.350947,0.0,0.0,0.0,D-,True,V,Major
48.0,0.08,0.28,0.16,0.0,0.0,0.0,0.2136,0.0,0.0,0.0,0.26672,0.0,D-,True,IV,Major
52.0,0.0,0.013917,0.0,0.166667,0.166667,0.0,0.319417,0.0,0.027833,0.0,0.305833,0.0,D-,True,II,Minor
56.0,0.0,0.307846,0.0,0.0,0.153846,0.384615,0.0,0.0,0.0,0.0,0.154,0.0,G-,False,III,Major
58.0,0.0,0.3334,0.0,0.0,0.1,0.1,0.25,0.1,0.0,0.0,0.1168,0.0,D-,False,IV,Minor
61.0,0.0,0.333429,0.0,0.0,0.0,0.142857,0.0,0.0,0.523714,0.0,0.0,0.0,D-,False,I,Minor
62.0,0.0,0.272909,0.0,0.090909,0.0,0.0,0.182,0.0,0.0,0.454545,0.0,0.0,D-,False,DimVII,Undefined
64.0,0.066915,0.122744,0.0,0.122923,0.0,0.0,0.252983,0.0,0.434881,0.0,0.0,0.0,D-,False,V,Minor
80.0,0.0,0.291821,0.0,0.029821,0.053571,0.178571,0.017857,0.071429,0.321536,0.017857,0.017857,0.0,D-,False,I,Minor
90.0,0.0,0.358885,0.0,0.0835,0.0,0.134615,0.019231,0.019231,0.096154,0.019231,0.057692,0.211538,G-,True,V,Major
96.0,0.0,0.2664,0.0,0.0,0.0,0.0,0.4664,0.0,0.0,0.0,0.2668,0.0,G-,True,I,Major
96.5,0.0,0.0,0.0,0.2668,0.0,0.0,0.5332,0.0,0.0,0.0,0.0,0.2,G-,True,IV,Major
97.0,0.0,0.222444,0.0,0.0,0.0,0.0,0.555333,0.0,0.0,0.0,0.222222,0.0,G-,True,I,Major
98.5,0.0,0.0,0.0,0.3335,0.0,0.0,0.4165,0.0,0.0,0.0,0.0,0.25,G-,True,IV,Major
99.0,0.0,0.3336,0.0,0.0,0.0,0.0,0.3336,0.0,0.0,0.0,0.3332,0.0,G-,True,I,Major
100.0,0.0,0.571429,0.0,0.0,0.0,0.142857,0.0,0.0,0.285714,0.0,0.0,0.0,G-,True,V,Major
101.0,0.0,0.153846,0.0,0.307692,0.0,0.0,0.0,0.0,0.384769,0.0,0.0,0.153846,G-,True,II,Minor
103.0,0.0,0.500333,0.0,0.0,0.0,0.0,0.0,0.0,0.333667,0.0,0.0,0.166667,G-,True,V,Major
104.0,0.0,0.2664,0.0,0.0,0.0,0.0,0.4664,0.0,0.0,0.0,0.2668,0.0,G-,True,I,Major
104.5,0.0,0.0,0.0,0.2668,0.0,0.0,0.5332,0.0,0.0,0.0,0.0,0.2,G-,True,IV,Major
105.0,0.0,0.222444,0.0,0.0,0.0,0.0,0.555333,0.0,0.0,0.0,0.222222,0.0,G-,True,I,Major
106.5,0.0,0.0,0.0,0.3335,0.0,0.0,0.4165,0.0,0.0,0.0,0.0,0.25,G-,True,IV,Major
107.0,0.0,0.3336,0.0,0.0,0.0,0.0,0.3336,0.0,0.0,0.0,0.3332,0.0,G-,True,I,Major
108.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,G-,True,II,Minor
109.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,G-,True,III,Minor
110.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,G-,True,II,Minor
111.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,G-,True,III,Minor
112.0,0.0,0.0,0.0,0.222333,0.0,0.0,0.0,0.0,0.277667,0.0,0.166667,0.333333,G-,True,II,Minor
113.0,0.0,0.388667,0.0,0.0,0.0,0.0,0.277667,0.0,0.166667,0.0,0.166667,0.0,G-,True,I,Major
114.0,0.0,0.285714,0.0,0.0,0.0,0.142857,0.0,0.0,0.285714,0.0,0.0,0.285714,G-,True,V,Major
115.0,0.0,0.285714,0.0,0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0.428571,0.0,G-,True,I,Major
116.0,0.0,0.0,0.0,0.222333,0.0,0.0,0.0,0.0,0.277667,0.0,0.166667,0.333333,G-,True,II,Minor
117.0,0.0,0.388667,0.0,0.0,0.0,0.0,0.277667,0.0,0.166667,0.0,0.166667,0.0,G-,True,I,Major
118.0,0.0,0.285714,0.0,0.0,0.0,0.142857,0.0,0.0,0.285714,0.0,0.0,0.285714,G-,True,V,Major
119.0,0.0,0.285714,0.0,0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0.428571,0.0,G-,True,I,Major
120.0,0.0,0.0,0.0,0.222167,0.0,0.0,0.0,0.0,0.4445,0.0,0.166667,0.166667,G-,True,II,Minor
122.0,0.021016,0.264485,0.0,0.059559,0.0,0.031524,0.185655,0.0,0.306496,0.0,0.078873,0.05254,G-,True,V7,Dominant seventh
135.5,0.0,0.238286,0.0,0.047714,0.0,0.0,0.571429,0.0,0.0,0.0,0.142857,0.0,G-,True,I,Major
136.5,0.0,0.125,0.0,0.0,0.0,0.125,0.25,0.0,0.33325,0.0,0.04175,0.125,G-,True,V,Major
137.5,0.0,0.0668,0.0,0.0,0.0,0.0,0.5332,0.0,0.1336,0.0,0.2668,0.0,G-,True,I,Major
138.5,0.0,0.428571,0.0,0.190571,0.0,0.142857,0.0,0.0,0.095429,0.0,0.0,0.142857,G-,True,V,Major
139.5,0.0,0.333429,0.0,0.190571,0.0,0.0,0.285714,0.0,0.047714,0.0,0.142857,0.0,G-,True,VI,Minor
140.5,0.0,0.428571,0.0,0.190571,0.0,0.142857,0.0,0.0,0.095429,0.0,0.0,0.142857,G-,True,V,Major
141.5,0.0,0.285714,0.0,0.0,0.0,0.0,0.523714,0.0,0.047714,0.0,0.142857,0.0,G-,True,I,Major
142.5,0.0,0.0835,0.0,0.04175,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.125,G-,True,V,Major
143.5,0.0,0.142857,0.0,0.0,0.0,0.0,0.571429,0.0,0.095429,0.0,0.190571,0.0,G-,True,I,Major
144.5,0.0,0.25,0.0,0.0,0.0,0.125,0.25,0.0,0.25,0.0,0.0,0.125,G-,True,V,Major
145.5,0.0,0.222333,0.0,0.0,0.0,0.0,0.444333,0.0,0.111333,0.0,0.222333,0.0,G-,True,I,Major
146.5,0.0,0.428571,0.0,0.190571,0.0,0.142857,0.0,0.0,0.095429,0.0,0.0,0.142857,G-,True,V,Major
147.5,0.0,0.381143,0.0,0.142857,0.0,0.0,0.285714,0.0,0.047714,0.0,0.142857,0.0,G-,True,VI,Minor
148.5,0.0,0.381143,0.0,0.142857,0.0,0.142857,0.0,0.0,0.143143,0.0,0.047714,0.142857,G-,True,V,Major
149.5,0.0,0.296222,0.0,0.037111,0.0,0.0,0.259333,0.0,0.074222,0.0,0.333556,0.0,G-,True,I,Major
151.0,0.0,0.3332,0.0,0.0,0.0,0.2,0.0,0.0,0.2668,0.0,0.0,0.2,G-,True,V,Major
151.5,0.0,0.074222,0.0,0.037111,0.0,0.0,0.481556,0.0,0.074222,0.0,0.333556,0.0,G-,True,I,Major
153.0,0.0,0.4165,0.0,0.0,0.0,0.25,0.0,0.0,0.0835,0.0,0.0,0.25,G-,True,V,Major
153.5,0.0,0.074222,0.0,0.037111,0.0,0.0,0.481556,0.0,0.074222,0.0,0.333556,0.0,G-,True,I,Major
155.0,0.0,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,G-,True,V,Major
155.5,0.0,0.0,0.0,0.111333,0.0,0.0,0.777333,0.0,0.0,0.0,0.111333,0.0,G-,True,VI,Minor
156.0,0.0,0.834,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,G-,True,V,Major
156.5,0.0,0.0,0.0,0.111333,0.0,0.0,0.777333,0.0,0.0,0.0,0.111333,0.0,G-,True,VI,Minor
157.0,0.0,0.202653,0.0,0.0811,0.0,0.0,0.433392,0.0,0.048641,0.0,0.234991,0.0,G-,True,V,Major
