offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.2664,0.0,0.0,0.0,0.0,0.4664,0.0,0.0,0.0,0.2668,0.0,G-,True,I,Major
0.5,0.0,0.0,0.0,0.2668,0.0,0.0,0.5332,0.0,0.0,0.0,0.0,0.2,G-,True,IV,Major
1.0,0.0,0.222444,0.0,0.0,0.0,0.0,0.555333,0.0,0.0,0.0,0.222222,0.0,G-,True,I,Major
2.5,0.0,0.0,0.0,0.3335,0.0,0.0,0.4165,0.0,0.0,0.0,0.0,0.25,G-,True,IV,Major
3.0,0.0,0.472333,0.0,0.0,0.0,0.083333,0.139,0.0,0.166667,0.0,0.138833,0.0,G-,True,I,Major
5.0,0.0,0.153846,0.0,0.307692,0.0,0.0,0.0,0.0,0.384769,0.0,0.0,0.153846,G-,True,II,Minor
7.0,0.0,0.500333,0.0,0.0,0.0,0.0,0.0,0.0,0.333667,0.0,0.0,0.166667,G-,True,V,Major
8.0,0.0,0.2664,0.0,0.0,0.0,0.0,0.4664,0.0,0.0,0.0,0.2668,0.0,G-,True,I,Major
8.5,0.0,0.0,0.0,0.2668,0.0,0.0,0.5332,0.0,0.0,0.0,0.0,0.2,G-,True,IV,Major
9.0,0.0,0.222444,0.0,0.0,0.0,0.0,0.555333,0.0,0.0,0.0,0.222222,0.0,G-,True,I,Major
10.5,0.0,0.0,0.0,0.3335,0.0,0.0,0.4165,0.0,0.0,0.0,0.0,0.25,G-,True,IV,Major
11.0,0.0,0.3336,0.0,0.0,0.0,0.0,0.3336,0.0,0.0,0.0,0.3332,0.0,G-,True,I,Major
12.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4002,0.0,0.0,0.2,G-,True,II,Minor
14.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,G-,True,III,Minor
16.0,0.0,0.2664,0.0,0.0,0.0,0.0,0.4664,0.0,0.0,0.0,0.2668,0.0,G-,True,I,Major
16.5,0.0,0.0,0.0,0.2668,0.0,0.0,0.5332,0.0,0.0,0.0,0.0,0.2,G-,True,IV,Major
17.0,0.0,0.222444,0.0,0.0,0.0,0.0,0.555333,0.0,0.0,0.0,0.222222,0.0,G-,True,I,Major
18.5,0.0,0.0,0.0,0.3335,0.0,0.0,0.4165,0.0,0.0,0.0,0.0,0.25,G-,True,IV,Major
19.0,0.0,0.3336,0.0,0.0,0.0,0.0,0.3336,0.0,0.0,0.0,0.3332,0.0,G-,True,I,Major
20.0,0.0,0.571429,0.0,0.0,0.0,0.142857,0.0,0.0,0.285714,0.0,0.0,0.0,G-,True,V,Major
21.0,0.0,0.153846,0.0,0.307692,0.0,0.0,0.0,0.0,0.384769,0.0,0.0,0.153846,G-,True,II,Minor
23.0,0.0,0.500333,0.0,0.0,0.0,0.0,0.0,0.0,0.333667,0.0,0.0,0.166667,G-,True,V,Major
24.0,0.0,0.2664,0.0,0.0,0.0,0.0,0.4664,0.0,0.0,0.0,0.2668,0.0,G-,True,I,Major
24.5,0.0,0.0,0.0,0.2668,0.0,0.0,0.5332,0.0,0.0,0.0,0.0,0.2,G-,True,IV,Major
25.0,0.0,0.222444,0.0,0.0,0.0,0.0,0.555333,0.0,0.0,0.0,0.222222,0.0,G-,True,I,Major
26.5,0.0,0.0,0.0,0.3335,0.0,0.0,0.4165,0.0,0.0,0.0,0.0,0.25,G-,True,IV,Major
27.0,0.0,0.3336,0.0,0.0,0.0,0.0,0.3336,0.0,0.0,0.0,0.3332,0.0,G-,True,I,Major
28.0,0.1,0.0,0.0,0.2336,0.0,0.0,0.2,0.0,0.4668,0.0,0.0,0.0,G-,True,V,Major
30.0,0.0,0.381429,0.0,0.142857,0.0,0.142857,0.0,0.0,0.333714,0.0,0.0,0.0,G-,True,I,Major
32.0,0.125,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.45825,0.0,0.04175,0.0,D-,True,V7,Dominant seventh
33.0,0.0,0.4165,0.0,0.0835,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,D-,True,VI,Minor
33.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,D-,True,I,Major
34.0,0.125,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.3335,0.0,0.16675,0.0,D-,True,V,Major
35.0,0.0,0.3332,0.0,0.0668,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,D-,True,I,Major
36.0,0.166667,0.0,0.0,0.277667,0.0,0.0,0.166667,0.0,0.333667,0.0,0.055667,0.0,D-,True,V,Major
37.0,0.0,0.5,0.0,0.055667,0.0,0.166667,0.0,0.0,0.222333,0.0,0.055667,0.0,D-,True,I,Major
38.0,0.166667,0.0,0.0,0.111333,0.0,0.0,0.166667,0.0,0.5,0.0,0.055667,0.0,D-,True,V,Major
39.0,0.0,0.375,0.0,0.04175,0.0,0.125,0.0,0.0,0.375,0.0,0.0835,0.0,D-,True,I,Major
