offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
0.0,0.042105,0.0,0.273684,0.0,0.042105,0.0,0.0,0.2,0.0,0.126316,0.0,0.315789,G,True,I,Major
24.0,0.0,0.2375,0.0125,0.0,0.05,0.0,0.2,0.2,0.0,0.25,0.0,0.05,D,True,V7,Dominant seventh
28.0,0.0,0.0,0.25,0.0,0.125,0.0,0.21875,0.03125,0.0,0.3125,0.0,0.0625,D,True,I,Major
32.0,0.0,0.2375,0.0125,0.0,0.05,0.0,0.2,0.2,0.0,0.25,0.0,0.05,D,True,V7,Dominant seventh
36.0,0.1875,0.0,0.140625,0.0,0.21875,0.0,0.15625,0.03125,0.0,0.234375,0.0,0.03125,G,True,V7,Dominant seventh
44.0,0.037975,0.0,0.291139,0.0,0.037975,0.0,0.0,0.189873,0.0,0.101266,0.0,0.341772,G,True,I,Major
60.0,0.020619,0.0,0.061856,0.010309,0.092784,0.247423,0.0,0.092784,0.0,0.082474,0.0,0.391753,C,True,V7,Dominant seventh
68.0,0.209135,0.0,0.057692,0.0,0.350962,0.009615,0.004808,0.274038,0.0,0.050481,0.0,0.043269,C,True,I,Major
92.0,0.044118,0.0,0.308824,0.0,0.044118,0.0,0.220588,0.264706,0.0,0.102941,0.0,0.014706,G,True,IV,Major
104.0,0.052506,0.0,0.279236,0.0,0.023866,0.0,0.00716,0.310263,0.0,0.102625,0.0,0.224344,G,True,V7,Dominant seventh
