offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.166667,0.333333,0.0,1.0,G,False,I,Minor
6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,False,V+,Major
8.0,0.027778,0.0,0.277778,0.0,0.0,0.0,0.0,0.222222,0.0,0.305556,0.166667,0.0,1.0,G,False,I,Minor
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,1.0,G,False,V+,Major
18.0,0.125,0.0,0.25,0.0,0.125,0.0,0.0,0.25,0.0,0.125,0.125,0.0,1.0,G,False,I,Minor
20.0,0.0,0.0,0.625,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,D,False,I,Minor
21.0,0.0,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,D,False,V+,Major
22.0,0.0,0.0,0.25,0.0,0.1875,0.328125,0.0,0.125,0.0,0.109375,0.0,0.0,1.0,D,False,I,Minor
26.0,0.0,0.125,0.0,0.0,0.1875,0.0625,0.0,0.125,0.0,0.4375,0.0625,0.0,1.0,D,False,V+,Major
28.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.125,0.0,0.5,0.0,0.0,1.0,D,False,I,Minor
29.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.5,0.0,0.0,1.0,D,False,V+7,Dominant seventh
30.0,0.0,0.0,0.25,0.0,0.125,0.25,0.0,0.125,0.0,0.25,0.0,0.0,1.0,D,False,I,Minor
31.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.5,0.0,0.0,1.0,D,False,V+7,Dominant seventh
32.0,0.0,0.125,0.625,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,1.0,D,False,I,Minor
33.0,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.125,0.0,0.125,0.0,0.0,1.0,D,False,V+7,Dominant seventh
34.0,0.0,0.125,0.375,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.0,0.0,1.0,D,False,I,Minor
35.0,0.0,0.125,0.25,0.0,0.125,0.0,0.0,0.25,0.0,0.25,0.0,0.0,1.0,D,False,V+7,Dominant seventh
