offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
1.0,0.166667,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,C,False,IV,Minor
2.0,0.0,0.0,0.041667,0.125,0.0,0.041667,0.0,0.625,0.0,0.0,0.0,0.166667,1.0,C,False,V+7,Dominant seventh
3.0,0.428571,0.0,0.0,0.285714,0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
4.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,A-,True,I,Major
5.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,A-,True,IV,Major
6.0,0.107143,0.178571,0.0,0.535714,0.0,0.0,0.0,0.142857,0.0,0.0,0.035714,0.0,1.0,A-,True,V,Major
7.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,A-,True,I,Major
8.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.0,0.166667,1.0,C,False,V+,Major
9.0,0.428571,0.0,0.0,0.0,0.285714,0.0,0.0,0.142857,0.0,0.0,0.142857,0.0,1.0,C,False,I+,Major
10.0,0.2,0.0,0.0,0.0,0.0,0.45,0.0,0.15,0.2,0.0,0.0,0.0,1.0,C,False,IV,Minor
11.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,C,False,I+,Major
12.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,1.0,G,True,V,Major
13.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.166667,1.0,G,True,I,Major
14.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.041667,0.0,0.125,1.0,G,True,V,Major
15.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,1.0,G,True,I,Major
16.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
17.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,C,False,VI,Major
18.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.4,1.0,C,False,VIIdim7,Diminished seventh
19.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,1.0,C,False,V,Minor
20.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,1.0,G,False,IIdim7,Half-diminished seventh
21.0,0.166667,0.0,0.333333,0.0,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.0,1.0,G,False,V+,Major
22.0,0.052632,0.0,0.157895,0.0,0.0,0.0,0.0,0.578947,0.0,0.052632,0.0,0.157895,1.0,G,False,I+,Major
23.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,1.0,C,False,V+7,Dominant seventh
24.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
25.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,1.0,C,False,IV,Minor
26.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.35,0.0,0.0,0.0,0.4,1.0,C,False,V+7,Dominant seventh
27.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
28.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,C,False,VI,Major
29.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,C,False,bII,Major
30.0,0.0,0.0,0.041667,0.125,0.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,1.0,C,False,V+,Major
31.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
33.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,C,False,IV,Minor
34.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.4,1.0,C,False,VIIdim7,Diminished seventh
35.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,1.0,C,False,V,Minor
36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,1.0,G,False,IIdim,Diminished
37.0,0.166667,0.0,0.333333,0.0,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.0,1.0,G,False,V+,Major
38.0,0.052632,0.0,0.157895,0.0,0.0,0.0,0.0,0.578947,0.0,0.052632,0.0,0.157895,1.0,G,False,I+,Major
39.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,1.0,C,False,V+7,Dominant seventh
40.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
41.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,1.0,C,False,IV,Minor
42.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.35,0.0,0.0,0.0,0.4,1.0,C,False,V+7,Dominant seventh
43.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
44.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,C,False,VI,Major
45.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,C,False,bII,Major
46.0,0.428571,0.0,0.007143,0.164286,0.0,0.028571,0.0,0.342857,0.0,0.0,0.0,0.028571,1.0,C,False,V+,Major
