offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.25,0.0,0.0,0.083333,1.0,C#,False,I,Minor
2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1.0,C#,False,IV,Minor
3.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,C#,False,I,Minor
4.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,1.0,C#,False,GerVI,German sixth
5.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,C#,False,V+,Major
8.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.25,0.0,0.0,0.083333,1.0,C#,False,I,Minor
10.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1.0,C#,False,IV,Minor
11.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,C#,False,I,Minor
12.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,1.0,C#,False,GerVI,German sixth
13.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,C#,False,V+,Major
16.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,C#,False,I,Minor
18.0,0.0,0.20008,0.0,0.099538,0.012442,0.0,0.399558,0.0,0.183223,0.09994,0.0,0.0,1.0,C#,False,IIdim,Diminished
20.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,1.0,C#,False,I,Minor
24.0,0.0,0.635375,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.041625,0.0,0.073,1.0,C#,False,I+,Major
28.0,0.0,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.5,0.0,0.0,1.0,C#,False,IIdim,Diminished
32.0,0.125,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,1.0,C#,False,V+,Major
36.0,0.0,0.25,0.0,0.0,0.625,0.0,0.0,0.0,0.125,0.0,0.0,0.0,1.0,C#,False,I,Minor
38.0,0.0,0.375,0.0,0.125,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,1.0,C#,False,IV,Minor
40.0,0.109328,0.088897,0.0,0.43775,0.088624,0.0,0.0,0.0,0.218875,0.0,0.027387,0.027168,1.0,C#,False,V+,Major
48.0,0.0,0.222222,0.0,0.0,0.111111,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,1.0,C#,False,I,Minor
50.0,0.0,0.168379,0.0,0.083684,0.042095,0.0,0.505136,0.0,0.157602,0.042095,0.0,0.0,1.0,C#,False,IIdim,Diminished
52.125,0.0,0.470588,0.0,0.0,0.117647,0.0,0.0,0.0,0.411765,0.0,0.0,0.0,1.0,C#,False,I,Minor
56.125,0.0,0.208578,0.09391,0.0,0.0,0.177191,0.062523,0.0,0.18782,0.062523,0.0,0.208453,1.0,C#,False,I+,Major
60.125,0.0,0.142857,0.0,0.0,0.0,0.0,0.214286,0.0,0.0,0.642857,0.0,0.0,1.0,C#,False,IV,Minor
64.125,0.0,0.0625,0.5625,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,1.0,C#,False,bII,Major
