offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.0,0.083333,0.083333,0.083333,0.666667,0.0,0.083333,0.0,0.0,0.0,1.0,,,,
6.0,0.0,0.214286,0.0,0.071429,0.071429,0.0,0.428571,0.0,0.071429,0.0,0.142857,0.0,1.0,B,True,V7,Dominant seventh
12.0,0.0,0.030303,0.0,0.181818,0.060606,0.030303,0.363636,0.0,0.030303,0.0,0.0,0.30303,1.0,B,True,I,Major
18.0,0.0,0.212121,0.0,0.060606,0.090909,0.0,0.424242,0.0,0.060606,0.0,0.121212,0.030303,1.0,B,True,V7,Dominant seventh
25.0,0.0,0.0,0.0,0.266667,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.333333,1.0,B,True,I,Major
28.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,1.0,G#,False,V+,Major
29.0,0.0,0.0,0.0,0.25,0.05,0.0,0.05,0.0,0.25,0.0,0.0,0.4,1.0,G#,False,I,Minor
33.0,0.0,0.066667,0.0,0.266667,0.0,0.0,0.266667,0.0,0.0,0.0,0.333333,0.066667,1.0,G#,False,V,Minor
36.0,0.0,0.105263,0.0,0.0,0.157895,0.0,0.052632,0.0,0.263158,0.0,0.0,0.421053,1.0,G#,False,VI,Major
39.0,0.0,0.055556,0.0,0.444444,0.0,0.055556,0.166667,0.0,0.111111,0.0,0.0,0.166667,1.0,G#,False,III,Major
42.0,0.0,0.212121,0.0,0.060606,0.090909,0.0,0.424242,0.0,0.060606,0.0,0.121212,0.030303,1.0,B,True,V,Major
49.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,1.0,B,True,I,Major
51.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1.0,D#,True,VIIdim7,Diminished seventh
51.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,B,True,I,Major
52.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,1.0,B,True,IV,Major
52.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,B,True,I,Major
53.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,1.0,B,True,V,Major
53.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,1.0,B,True,I,Major
54.0,0.0,0.222222,0.0,0.074074,0.074074,0.0,0.37037,0.0,0.074074,0.0,0.185185,0.0,1.0,B,True,V7,Dominant seventh
60.0,0.0,0.0,0.0,0.30303,0.030303,0.030303,0.424242,0.0,0.030303,0.0,0.0,0.181818,1.0,B,True,I,Major
67.5,0.0,0.0,0.083333,0.333333,0.083333,0.0,0.0,0.25,0.0,0.0,0.25,0.0,1.0,G#,False,VIIdim7,Diminished seventh
69.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.333333,1.0,B,True,VI,Minor
70.5,0.0,0.010417,0.0,0.197917,0.03125,0.0,0.34375,0.0,0.0,0.0,0.03125,0.385417,1.0,B,True,V,Major
