offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.394366,0.0,0.0,0.014085,0.0,0.197183,0.0,0.056338,0.338028,0.0,1.0,G,False,I,Minor
13.0,0.142857,0.0,0.071429,0.428571,0.0,0.071429,0.0,0.285714,0.0,0.0,0.0,0.0,1.0,G,False,IV,Minor
17.0,0.354839,0.0,0.0,0.129032,0.0,0.258065,0.0,0.064516,0.0,0.193548,0.0,0.0,1.0,G,False,VIIdim,Diminished
21.0,0.125,0.0,0.375,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.0,1.0,G,False,III,Major
23.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,1.0,G,False,V+,Major
25.0,0.0,0.0,0.307692,0.0,0.0,0.025641,0.0,0.25641,0.0,0.102564,0.307692,0.0,1.0,G,False,I,Minor
30.0,0.142857,0.0,0.071429,0.428571,0.0,0.071429,0.0,0.285714,0.0,0.0,0.0,0.0,1.0,G,False,IV,Minor
34.0,0.354839,0.0,0.0,0.129032,0.0,0.193548,0.0,0.064516,0.0,0.258065,0.0,0.0,1.0,G,False,VIIdim,Diminished
38.0,0.125,0.0,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.375,0.0,1.0,G,False,III,Major
40.0,0.055556,0.0,0.611111,0.055556,0.0,0.0,0.111111,0.0,0.0,0.166667,0.0,0.0,1.0,G,False,V+,Major
45.0,0.125,0.0,0.40625,0.0,0.0,0.0,0.0,0.1875,0.0,0.0625,0.21875,0.0,1.0,G,False,I,Minor
49.0,0.21875,0.0,0.1875,0.28125,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,1.0,G,False,IV,Minor
53.0,0.121212,0.0,0.0,0.0,0.0,0.545455,0.0,0.090909,0.0,0.242424,0.0,0.0,1.0,G,False,VIIdim,Diminished
57.0,0.0,0.0,0.666667,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.25,0.0,1.0,G,False,III,Major
58.5,0.25,0.0,0.25,0.05,0.0,0.0,0.05,0.1,0.0,0.25,0.05,0.0,1.0,G,False,V+,Major
