offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,1.0,G,False,I,Minor
4.0,0.25,0.0,0.125,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,1.0,G,False,IV,Minor
8.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.125,0.0,1.0,G,False,VIIdim,Diminished
12.0,0.133333,0.0,0.266667,0.0,0.0,0.266667,0.0,0.0,0.0,0.066667,0.266667,0.0,1.0,G,False,III,Major
16.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0625,0.0,0.0,0.3125,0.0,1.0,G,False,VI,Major
20.0,0.0625,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,1.0,G,False,IIdim,Diminished
24.0,0.0,0.0,0.296875,0.0,0.0,0.0,0.125,0.375,0.0,0.171875,0.03125,0.0,1.0,G,False,V+,Major
32.0,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.1875,0.0,0.125,0.3125,0.0,1.0,G,False,I,Minor
36.0,0.1875,0.0,0.25,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,G,False,IV,Minor
40.0,0.25,0.0,0.0,0.0,0.0,0.1875,0.0,0.15625,0.0,0.25,0.15625,0.0,1.0,G,False,VIIdim,Diminished
44.0,0.25,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.0,1.0,G,False,III,Major
48.0,0.0,0.0,0.125,0.4375,0.0,0.125,0.0,0.25,0.0,0.0,0.0625,0.0,1.0,G,False,VI,Major
52.0,0.25,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,1.0,G,False,IIdim,Diminished
56.0,0.0,0.0,0.25,0.0,0.125,0.0,0.3125,0.25,0.0,0.0625,0.0,0.0,1.0,G,False,V+,Major
60.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.625,0.0,0.0,0.125,0.0,1.0,G,False,I,Minor
61.0,0.03125,0.0,0.0625,0.0,0.0,0.09375,0.0,0.53125,0.0,0.0,0.0,0.28125,1.0,C,False,V+7,Dominant seventh
64.0,0.25,0.0,0.1875,0.25,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
66.0,0.1875,0.0,0.0,0.125,0.0,0.3125,0.0,0.1875,0.1875,0.0,0.0,0.0,1.0,C,False,IV,Minor
68.0,0.125,0.0,0.1875,0.0625,0.0,0.4375,0.0,0.0,0.0,0.0,0.1875,0.0,1.0,C,False,VIIdim,Diminished
70.0,0.0,0.0,0.125,0.3125,0.0,0.1875,0.0,0.1875,0.0,0.0,0.1875,0.0,1.0,C,False,III,Major
72.0,0.375,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.25,0.0,0.1875,0.0,1.0,C,False,VI,Major
74.0,0.375,0.0,0.0,0.125,0.0,0.1875,0.0,0.0625,0.125,0.0,0.125,0.0,1.0,C,False,IV,Minor
76.0,0.222222,0.0,0.111111,0.055556,0.0,0.166667,0.055556,0.0,0.277778,0.0,0.111111,0.0,1.0,C,False,IIdim7,Half-diminished seventh
78.0,0.0,0.0,0.625,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,1.0,C,False,V+7,Dominant seventh
80.0,0.263158,0.0,0.105263,0.210526,0.0,0.105263,0.0,0.315789,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
82.0,0.210526,0.0,0.0,0.052632,0.0,0.421053,0.0,0.105263,0.210526,0.0,0.0,0.0,1.0,C,False,IV,Minor
84.0,0.105263,0.0,0.210526,0.105263,0.0,0.315789,0.0,0.0,0.0,0.0,0.263158,0.0,1.0,C,False,VIIdim,Diminished
86.0,0.0,0.0,0.052632,0.421053,0.0,0.105263,0.0,0.210526,0.0,0.0,0.210526,0.0,1.0,C,False,III,Major
88.0,0.277778,0.0,0.111111,0.222222,0.0,0.0,0.0,0.0,0.277778,0.0,0.111111,0.0,1.0,C,False,VI,Major
90.0,0.333333,0.0,0.0,0.111111,0.0,0.333333,0.0,0.0,0.222222,0.0,0.0,0.0,1.0,C,False,IV,Minor
92.0,0.111111,0.0,0.111111,0.111111,0.0,0.222222,0.111111,0.0,0.222222,0.0,0.0,0.111111,1.0,C,False,IIdim7,Half-diminished seventh
94.0,0.0625,0.0,0.5,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.1875,1.0,C,False,V+7,Dominant seventh
96.0,0.277778,0.0,0.055556,0.222222,0.0,0.111111,0.0,0.333333,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
98.0,0.222222,0.0,0.0,0.111111,0.0,0.333333,0.0,0.111111,0.222222,0.0,0.0,0.0,1.0,C,False,IV,Minor
100.0,0.055556,0.0,0.222222,0.111111,0.0,0.388889,0.0,0.0,0.0,0.0,0.222222,0.0,1.0,C,False,VIIdim,Diminished
102.0,0.0,0.0,0.111111,0.333333,0.0,0.111111,0.0,0.222222,0.0,0.0,0.222222,0.0,1.0,C,False,III,Major
104.0,0.222222,0.0,0.111111,0.333333,0.0,0.0,0.0,0.0,0.277778,0.0,0.055556,0.0,1.0,C,False,VI,Major
106.0,0.333333,0.0,0.111111,0.111111,0.0,0.333333,0.0,0.0,0.111111,0.0,0.0,0.0,1.0,C,False,IV,Minor
108.0,0.222222,0.0,0.222222,0.0,0.0,0.111111,0.0,0.0,0.222222,0.0,0.0,0.222222,1.0,C,False,IIdim7,Half-diminished seventh
110.0,0.0,0.0,0.333333,0.222222,0.0,0.222222,0.0,0.111111,0.0,0.0,0.0,0.111111,1.0,C,False,V+7,Dominant seventh
112.0,0.294118,0.0,0.176471,0.294118,0.0,0.0,0.0,0.235294,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
116.0,0.235294,0.0,0.117647,0.235294,0.0,0.235294,0.0,0.058824,0.117647,0.0,0.0,0.0,1.0,C,False,IV,Minor
120.0,0.176471,0.0,0.294118,0.0,0.0,0.235294,0.0,0.0,0.0,0.0,0.294118,0.0,1.0,C,False,VIIdim,Diminished
124.0,0.0,0.0,0.117647,0.470588,0.0,0.058824,0.0,0.117647,0.0,0.0,0.235294,0.0,1.0,C,False,III,Major
128.0,0.294118,0.0,0.0,0.235294,0.0,0.0,0.0,0.0,0.294118,0.0,0.176471,0.0,1.0,C,False,VI,Major
132.0,0.411765,0.0,0.0,0.0,0.0,0.294118,0.0,0.058824,0.117647,0.0,0.117647,0.0,1.0,C,False,IV,Minor
136.0,0.117647,0.0,0.470588,0.058824,0.0,0.117647,0.0,0.0,0.235294,0.0,0.0,0.0,1.0,C,False,IIdim7,Half-diminished seventh
140.0,0.117647,0.0,0.411765,0.029412,0.0,0.058824,0.0,0.235294,0.0,0.058824,0.0,0.088235,1.0,C,False,V+7,Dominant seventh
144.0,0.264706,0.0,0.176471,0.294118,0.0,0.029412,0.0,0.235294,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
148.0,0.205882,0.0,0.117647,0.235294,0.0,0.235294,0.0,0.088235,0.117647,0.0,0.0,0.0,1.0,C,False,IV,Minor
152.0,0.176471,0.0,0.294118,0.029412,0.0,0.235294,0.0,0.0,0.0,0.0,0.264706,0.0,1.0,C,False,VIIdim,Diminished
156.0,0.0,0.0,0.117647,0.470588,0.0,0.088235,0.0,0.117647,0.0,0.0,0.205882,0.0,1.0,C,False,III,Major
160.0,0.294118,0.0,0.0,0.235294,0.0,0.0,0.0,0.0,0.294118,0.0,0.176471,0.0,1.0,C,False,VI,Major
164.0,0.411765,0.0,0.0,0.029412,0.0,0.294118,0.0,0.058824,0.088235,0.0,0.117647,0.0,1.0,C,False,IV,Minor
168.0,0.235294,0.0,0.294118,0.088235,0.0,0.058824,0.0,0.0,0.205882,0.0,0.0,0.117647,1.0,C,False,IIdim7,Half-diminished seventh
172.0,0.0,0.0,0.294118,0.0,0.0,0.117647,0.0,0.470588,0.0,0.058824,0.0,0.058824,1.0,C,False,V+7,Dominant seventh
176.0,0.117647,0.0,0.117647,0.470588,0.0,0.058824,0.0,0.058824,0.0,0.0,0.176471,0.0,1.0,C,False,VI,Major
178.0,0.083333,0.0,0.416667,0.0,0.041667,0.0,0.166667,0.0,0.0,0.25,0.041667,0.0,1.0,C,False,V+7,Dominant seventh
180.0,0.117647,0.0,0.411765,0.0,0.0,0.0,0.0,0.235294,0.0,0.058824,0.176471,0.0,1.0,C,False,I,Minor
184.0,0.235294,0.0,0.176471,0.294118,0.0,0.0,0.0,0.176471,0.0,0.0,0.117647,0.0,1.0,C,False,IV,Minor
188.0,0.411765,0.0,0.0,0.0,0.0,0.235294,0.0,0.058824,0.0,0.176471,0.117647,0.0,1.0,C,False,VIIdim,Diminished
192.0,0.2,0.0,0.266667,0.0,0.0,0.2,0.0,0.0,0.0,0.066667,0.266667,0.0,1.0,C,False,III,Major
196.0,0.0,0.0,0.117647,0.470588,0.0,0.058824,0.0,0.117647,0.0,0.0,0.235294,0.0,1.0,C,False,VI,Major
200.0,0.117647,0.0,0.117647,0.411765,0.0,0.0,0.0,0.0,0.0,0.294118,0.058824,0.0,1.0,C,False,IIdim,Diminished
204.0,0.0,0.0,0.294118,0.058824,0.0,0.0,0.176471,0.235294,0.0,0.235294,0.0,0.0,1.0,C,False,V+,Major
208.0,0.061538,0.0,0.246154,0.0,0.0,0.0,0.061538,0.307692,0.0,0.138462,0.184615,0.0,1.0,C,False,I,Minor
216.0,0.25,0.0,0.25,0.28125,0.0,0.03125,0.0,0.15625,0.0,0.03125,0.0,0.0,1.0,C,False,IV,Minor
220.0,0.40625,0.0,0.0,0.0,0.0,0.125,0.0,0.15625,0.0,0.15625,0.15625,0.0,1.0,C,False,VIIdim,Diminished
224.0,0.206897,0.0,0.275862,0.0,0.0,0.172414,0.0,0.068966,0.0,0.103448,0.172414,0.0,1.0,C,False,III,Major
228.0,0.0,0.0,0.09375,0.34375,0.0,0.15625,0.0,0.1875,0.0,0.03125,0.1875,0.0,1.0,C,False,VI,Major
