offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
71.5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.4,E,True,V,Major
72.0,0.0,0.0,0.0,0.0,0.382353,0.0,0.0,0.0,0.264706,0.0,0.0,0.352941,E,True,I,Major
76.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.5,0.0,0.0,0.083333,0.0,0.25,E,True,V,Major
78.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0,0.5,E,True,I,Major
82.5,0.0,0.0,0.0,0.222222,0.0,0.0,0.333333,0.0,0.0,0.111111,0.0,0.333333,E,True,V,Major
84.0,0.0,0.0,0.0,0.027523,0.376147,0.0,0.100917,0.0,0.188073,0.073394,0.0,0.233945,E,True,I,Major
105.0,0.0,0.219512,0.0,0.0,0.121951,0.0,0.0,0.0,0.341463,0.0,0.0,0.317073,E,True,IV,Major
111.0,0.0,0.402778,0.0,0.0,0.0,0.027778,0.013889,0.0,0.291667,0.013889,0.0,0.25,F#,False,V+,Major
119.5,0.0,0.230769,0.0,0.0,0.0,0.0,0.615385,0.0,0.0,0.153846,0.0,0.0,F#,False,I,Minor
121.0,0.0,0.2,0.0,0.0,0.0,0.05,0.5,0.0,0.1,0.1,0.0,0.05,F#,False,V+,Major
123.0,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,F#,False,VI,Major
124.0,0.0,0.292683,0.04878,0.0,0.02439,0.0,0.292683,0.02439,0.0,0.317073,0.0,0.0,F#,False,I,Minor
129.0,0.0,0.232143,0.071429,0.0,0.196429,0.0,0.0,0.267857,0.0,0.232143,0.0,0.0,F#,False,III,Major
134.5,0.0,0.0,0.26087,0.0,0.086957,0.0,0.434783,0.0,0.0,0.217391,0.0,0.0,F#,False,VI,Major
137.0,0.0,0.264706,0.029412,0.0,0.0,0.0,0.441176,0.058824,0.0,0.029412,0.176471,0.0,B,False,V+,Major
140.5,0.0,0.0,0.25,0.0,0.0,0.0,0.45,0.1,0.0,0.0,0.0,0.2,B,False,I,Minor
142.5,0.133333,0.266667,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,B,False,V+,Major
144.0,0.066667,0.333333,0.0,0.0,0.0,0.133333,0.266667,0.0,0.0,0.2,0.0,0.0,B,False,V,Minor
145.5,0.269231,0.076923,0.0,0.153846,0.0,0.038462,0.192308,0.0,0.192308,0.076923,0.0,0.0,C#,False,V+,Major
148.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C#,False,I,Minor
149.5,0.0,0.0,0.0,0.5,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.0,C#,False,II,Undefined
150.0,0.0,0.190476,0.0,0.095238,0.380952,0.0,0.095238,0.095238,0.095238,0.047619,0.0,0.0,C#,False,III,Major
152.5,0.322581,0.0,0.0,0.290323,0.0,0.0,0.16129,0.0,0.225806,0.0,0.0,0.0,C#,False,V+,Major
155.5,0.0,0.181818,0.0,0.0,0.5,0.0,0.0,0.0,0.227273,0.090909,0.0,0.0,C#,False,I,Minor
157.5,0.0,0.055556,0.0,0.166667,0.111111,0.0,0.333333,0.0,0.0,0.083333,0.111111,0.138889,C#,False,VI,Major
161.5,0.0,0.0,0.181818,0.0,0.181818,0.181818,0.0,0.0,0.363636,0.0,0.0,0.090909,A,False,V+,Major
163.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,A,False,I,Minor
163.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,A,False,V+,Major
164.5,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,A,False,I,Minor
165.0,0.0,0.0,0.272727,0.0,0.272727,0.030303,0.0,0.0,0.151515,0.060606,0.0,0.212121,A,False,V+,Major
169.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,A,False,I,Minor
169.5,0.083333,0.0,0.166667,0.083333,0.0,0.166667,0.083333,0.0,0.166667,0.083333,0.0,0.166667,A,False,II,Undefined
171.0,0.0,0.0,0.1,0.05,0.4,0.0,0.05,0.0,0.15,0.05,0.0,0.2,A,True,V,Major
173.5,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A,True,I,Major
174.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.1,A,True,V,Major
175.0,0.0,0.0,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,A,True,IV,Major
175.5,0.0,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.272727,0.0,0.0,0.454545,A,True,V,Major
176.5,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,A,True,I,Major
177.0,0.133333,0.0,0.266667,0.133333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.266667,A,True,II,Minor
178.5,0.0,0.4,0.0,0.0,0.133333,0.133333,0.0,0.0,0.133333,0.066667,0.0,0.133333,A,True,I,Major
181.5,0.0,0.0,0.2,0.2,0.0,0.033333,0.233333,0.0,0.033333,0.2,0.0,0.1,A,True,IV,Major
184.5,0.0,0.083333,0.083333,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.083333,A,True,V,Major
186.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.066667,0.333333,0.0,0.0,A,True,IV,Major
187.5,0.0,0.0,0.2,0.0,0.225,0.0,0.05,0.0,0.225,0.0,0.0,0.3,A,True,V,Major
191.5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,A,True,I,Major
192.0,0.0,0.0,0.163265,0.010204,0.408163,0.0,0.010204,0.0,0.204082,0.0,0.0,0.204082,A,True,V,Major
194.5,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A,True,I,Major
195.0,0.0,0.0625,0.125,0.0625,0.0,0.0,0.375,0.0,0.0,0.25,0.0,0.125,A,True,IV,Major
196.5,0.0,0.0,0.086957,0.043478,0.26087,0.0,0.043478,0.0,0.217391,0.130435,0.0,0.217391,A,True,V,Major
199.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,A,True,I,Major
199.5,0.0,0.0,0.083333,0.0,0.333333,0.083333,0.0,0.0,0.25,0.0,0.0,0.25,A,True,V,Major
201.0,0.0,0.266667,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.266667,0.0,0.066667,A,True,VI,Minor
205.5,0.0,0.142857,0.142857,0.0,0.142857,0.0,0.0,0.142857,0.095238,0.095238,0.142857,0.095238,A,True,V,Major
208.5,0.0,0.111111,0.444444,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.111111,A,True,II,Minor
210.0,0.028571,0.228571,0.0,0.028571,0.457143,0.0,0.0,0.0,0.0,0.257143,0.0,0.0,A,True,I,Major
215.5,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,A,True,V,Major
216.0,0.0,0.212121,0.0,0.060606,0.515152,0.0,0.0,0.0,0.0,0.212121,0.0,0.0,A,True,I,Major
221.5,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,A,True,V,Major
222.0,0.0,0.2,0.0,0.133333,0.466667,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A,True,I,Major
225.0,0.0,0.0625,0.0625,0.0,0.5625,0.0,0.0,0.0,0.125,0.125,0.0,0.0625,A,True,V,Major
228.0,0.0,0.290323,0.0,0.0,0.387097,0.0,0.0,0.0,0.0,0.322581,0.0,0.0,A,True,I,Major
232.5,0.0,0.0,0.083333,0.0,0.333333,0.0,0.0,0.0,0.083333,0.0,0.0,0.5,A,True,V,Major
234.0,0.0,0.243243,0.0,0.0,0.486486,0.0,0.0,0.0,0.0,0.27027,0.0,0.0,A,True,I,Major
238.5,0.0,0.0,0.076923,0.0,0.307692,0.0,0.0,0.0,0.153846,0.0,0.0,0.461538,A,True,V,Major
240.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,A,True,I,Major
241.0,0.0,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,A,True,V,Major
242.5,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,A,True,I,Major
244.0,0.0,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,A,True,V,Major
245.5,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,A,True,I,Major
247.0,0.0,0.0,0.333333,0.0,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.0,0.166667,A,True,V,Major
248.5,0.0,0.172414,0.034483,0.0,0.172414,0.0,0.0,0.103448,0.068966,0.310345,0.068966,0.068966,A,True,I,Major
254.5,0.0,0.0,0.217391,0.0,0.0,0.333333,0.0,0.0,0.115942,0.108696,0.0,0.224638,A,True,DimVII7,Undefined
262.5,0.021277,0.170213,0.042553,0.12766,0.297872,0.06383,0.06383,0.0,0.0,0.170213,0.0,0.042553,A,True,I,Major
269.0,0.0,0.1,0.2,0.1,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.1,A,True,II,Minor
270.0,0.0,0.166667,0.083333,0.0,0.416667,0.0,0.0,0.0,0.0,0.25,0.0,0.083333,A,True,I,Major
271.5,0.0,0.041667,0.208333,0.0,0.291667,0.0,0.083333,0.0,0.25,0.0,0.0,0.125,A,True,V,Major
273.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,A,True,I,Major
274.5,0.133333,0.066667,0.066667,0.066667,0.0,0.066667,0.2,0.0,0.133333,0.2,0.0,0.066667,A,True,VI,Minor
279.0,0.0,0.0,0.142857,0.0,0.428571,0.0,0.0,0.0,0.142857,0.0,0.0,0.285714,A,True,V,Major
280.5,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,A,True,I,Major
282.0,0.0,0.125,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.125,A,True,II,Minor
283.5,0.0,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0.285714,0.0,0.0,0.285714,A,True,V,Major
287.5,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,A,True,I,Major
290.5,0.0,0.037037,0.111111,0.111111,0.333333,0.0,0.0,0.0,0.148148,0.111111,0.0,0.148148,A,True,V,Major
297.0,0.0,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,True,I,Major
298.5,0.0,0.066667,0.066667,0.0,0.4,0.0,0.0,0.0,0.066667,0.066667,0.0,0.333333,A,True,V,Major
300.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.333333,0.0,0.066667,A,True,I,Major
301.5,0.0,0.06383,0.12766,0.0,0.255319,0.0,0.021277,0.0,0.085106,0.319149,0.0,0.12766,A,True,V,Major
