offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.083333,0.083333,0.041667,0.416667,0.0,0.041667,0.0,0.125,0.083333,0.0,0.125,A,True,V,Major
3.0,0.0,0.0,0.083333,0.0,0.416667,0.0,0.083333,0.0,0.0,0.083333,0.0,0.333333,A,True,II,Minor
4.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.1,0.0,0.2,A,True,V,Major
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.666667,0.0,0.0,A,True,VI,Minor
7.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,A,True,V,Major
7.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,A,True,IV,Major
8.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,A,True,I,Major
9.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,A,True,VI,Minor
10.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,A,True,IV,Major
10.5,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,A,True,I,Major
11.5,0.0,0.04878,0.073171,0.02439,0.414634,0.04878,0.02439,0.0,0.146341,0.073171,0.0,0.146341,A,True,V,Major
16.5,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,A,True,VI,Minor
18.0,0.0,0.25,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,E,True,DimVII7,Undefined
19.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.2,E,True,V,Major
19.5,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.2,E,True,I,Major
20.5,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,E,True,V,Major
21.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.375,0.0,0.0,0.125,E,True,I,Major
22.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,E,True,IV,Major
22.5,0.076923,0.0,0.0,0.076923,0.076923,0.0,0.076923,0.0,0.461538,0.0,0.0,0.230769,E,True,I,Major
24.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,C#,True,V7,Dominant seventh
25.5,0.066667,0.266667,0.0,0.066667,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,E,True,IV,Major
27.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,B,True,V7,Dominant seventh
28.5,0.0,0.0,0.0,0.2,0.0,0.0,0.066667,0.0,0.066667,0.266667,0.0,0.4,E,True,V,Major
30.0,0.0,0.4,0.0,0.066667,0.333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,E,True,IV,Major
31.5,0.0,0.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,E,True,DimVII,Undefined
32.5,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.35,E,True,V,Major
34.5,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.066667,0.133333,0.0,0.2,E,True,I,Major
36.0,0.0,0.016129,0.0,0.193548,0.0,0.0,0.193548,0.0,0.0,0.193548,0.016129,0.387097,E,True,V,Major
37.5,0.0,0.0,0.0,0.142857,0.071429,0.0,0.142857,0.0,0.142857,0.071429,0.0,0.428571,E,True,I,Major
39.0,0.0,0.4,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.2,0.0,0.0,E,True,IV,Major
40.0,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,B,True,V,Major
40.5,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.4,B,True,I,Major
41.5,0.0,0.076923,0.0,0.153846,0.153846,0.0,0.230769,0.0,0.0,0.153846,0.076923,0.153846,B,True,V,Major
43.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,B,True,IV,Major
43.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,B,True,I,Major
44.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,E,True,V,Major
45.0,0.0,0.2,0.0,0.0,0.266667,0.0,0.066667,0.0,0.266667,0.0,0.2,0.0,E,True,VI,Minor
49.5,0.0,0.047619,0.142857,0.095238,0.047619,0.142857,0.047619,0.0,0.142857,0.142857,0.0,0.190476,E,True,V,Major
52.5,0.0,0.333333,0.0,0.0,0.0,0.0,0.111111,0.0,0.111111,0.444444,0.0,0.0,E,True,II,Minor
54.0,0.0,0.0,0.0,0.0,0.257143,0.0,0.0,0.028571,0.342857,0.0,0.028571,0.342857,E,True,I,Major
59.5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,E,True,V,Major
60.0,0.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.242424,0.0,0.060606,0.515152,E,True,I,Major
65.5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,E,True,V,Major
66.0,0.0,0.0,0.0,0.0,0.173077,0.0,0.0,0.0,0.153846,0.0,0.076923,0.596154,E,True,I,Major
