offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,
1.0,0.0,0.107143,0.0,0.035714,0.25,0.0,0.0,0.0,0.321429,0.035714,0.0,0.25,1.0,E,True,I,Major
5.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.227273,0.0,0.045455,0.181818,0.0,0.363636,1.0,E,True,V,Major
9.0,0.0,0.428571,0.0,0.0,0.428571,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,1.0,E,True,VI,Minor
11.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.071429,0.0,0.214286,0.071429,0.0,0.357143,1.0,A,True,V,Major
13.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,1.0,A,True,I,Major
15.0,0.0,0.307692,0.0,0.0,0.0,0.153846,0.0,0.0,0.307692,0.0,0.0,0.230769,1.0,F#,False,V+,Major
17.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.166667,1.0,F#,False,I,Minor
19.0,0.0,0.24,0.08,0.0,0.0,0.17336,0.2,0.0,0.06664,0.08,0.0,0.16,1.0,F#,False,VIIdim,Diminished
23.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.181818,0.0,0.0,0.272727,0.090909,0.272727,1.0,E,True,V,Major
25.0,0.0,0.08325,0.0,0.072875,0.322875,0.0,0.083312,0.0,0.1875,0.0,0.062438,0.1875,1.0,E,True,I,Major
31.0,0.0,0.075008,0.0,0.274827,0.0,0.0,0.150015,0.0,0.0,0.149865,0.0,0.349985,1.0,E,True,V,Major
33.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.416667,0.083333,0.0,0.0,1.0,E,True,VI,Minor
35.0,0.0,0.042629,0.0,0.0,0.180983,0.0,0.053223,0.0,0.287428,0.0,0.0,0.436248,1.0,E,True,I,Major
37.0,0.181818,0.0,0.0,0.181818,0.0,0.0,0.227273,0.0,0.045455,0.090909,0.0,0.272727,1.0,E,True,V,Major
41.0,0.0,0.428571,0.0,0.0,0.428571,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,1.0,E,True,VI,Minor
43.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.107143,0.0,0.178571,0.071429,0.0,0.357143,1.0,A,True,V,Major
45.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,1.0,A,True,I,Major
47.0,0.0,0.153846,0.0,0.0,0.307692,0.0,0.0,0.307692,0.0,0.0,0.0,0.230769,1.0,B,True,IV,Major
49.0,0.0,0.222222,0.0,0.0,0.111111,0.0,0.333333,0.0,0.0,0.0,0.222222,0.111111,1.0,B,True,V,Major
51.0,0.0,0.214286,0.071429,0.0,0.285714,0.0,0.0,0.0,0.285714,0.0,0.071429,0.071429,1.0,B,True,II,Minor
53.0,0.0,0.214286,0.0,0.5,0.0,0.0,0.0,0.142857,0.0,0.0,0.142857,0.0,1.0,G#,False,V+,Major
55.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.375,1.0,G#,False,I,Minor
56.0,0.0,0.4,0.0,0.0,0.0,0.266667,0.0,0.0,0.066667,0.0,0.0,0.266667,1.0,F#,True,V,Major
57.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.571429,0.0,0.142857,0.0,0.0,0.142857,1.0,F#,True,I,Major
59.0,0.0,0.041667,0.0,0.291667,0.0,0.0,0.416667,0.0,0.0,0.0,0.166667,0.083333,1.0,F#,True,VI,Minor
