offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.125,1.0,G,True,I,Major
2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,True,V,Major
3.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.15,1.0,G,True,I,Major
8.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,True,V,Major
9.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.166667,1.0,G,True,I,Major
12.0,0.333333,0.0,0.0,0.0,0.416667,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,G,True,IV,Major
15.0,0.0,0.0,0.416667,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.333333,1.0,G,True,I,Major
18.0,0.375,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,True,V,Major
20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,1.0,G,True,I,Major
21.0,0.0,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.0,0.5,0.0,0.0,1.0,G,True,V,Major
24.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.125,1.0,G,True,I,Major
26.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,True,V,Major
27.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.15,1.0,G,True,I,Major
32.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,G,True,V,Major
33.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.166667,1.0,G,True,I,Major
36.0,0.25,0.0,0.083333,0.0,0.333333,0.0,0.0,0.166667,0.0,0.083333,0.0,0.083333,1.0,G,True,IV,Major
39.0,0.083333,0.0,0.333333,0.0,0.0,0.0,0.0,0.25,0.0,0.083333,0.0,0.25,1.0,G,True,I,Major
42.0,0.5835,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08325,0.0,0.08325,1.0,G,True,II,Minor
44.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,G,True,V,Major
45.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.833333,0.0,0.0,0.0,0.0,1.0,G,True,I,Major
48.0,0.0,0.0,0.0,0.055556,0.388889,0.0,0.083333,0.222222,0.0,0.055556,0.0,0.194444,1.0,E,False,I,Minor
57.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.5,1.0,E,False,V+,Major
60.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.0,0.166667,1.0,E,False,I,Minor
63.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.333333,1.0,E,False,V+,Major
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665,0.1665,0.0,0.667,0.0,0.0,1.0,E,False,IIdim,Diminished
67.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,E,False,V+,Major
69.0,0.0,0.0,0.083333,0.0,0.75,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,1.0,E,False,I,Minor
72.0,0.0,0.0,0.25,0.0,0.083333,0.0,0.083333,0.416667,0.0,0.0,0.0,0.166667,1.0,G,True,I,Major
75.0,0.25,0.0,0.25,0.0,0.416667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,1.0,G,True,IV,Major
78.0,0.416667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.25,0.0,0.25,1.0,G,True,II,Minor
81.0,0.0,0.0,0.541667,0.0,0.041667,0.0,0.25,0.0,0.0,0.166667,0.0,0.0,1.0,G,True,V,Major
87.0,0.0,0.0,0.583333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.166667,1.0,G,True,I,Major
90.0,0.375,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,G,True,V,Major
