offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,total,tonic,is_major,numeral,chord_tonality
0.0,0.3125,0.0,0.0,0.3125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
4.0,0.3125,0.0,0.3125,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,1.0,C,False,IIdim,Diminished
8.0,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.03125,0.15625,0.0,0.0,0.0,1.0,C,False,IV,Minor
12.0,0.3125,0.0,0.0,0.3125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
16.0,0.3125,0.0,0.3125,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,1.0,C,False,IIdim,Diminished
20.0,0.15625,0.0,0.0,0.3125,0.0,0.15625,0.0,0.03125,0.1875,0.0,0.0,0.15625,1.0,C,False,VIIdim,Diminished
24.0,0.461538,0.0,0.0,0.179487,0.0,0.0,0.0,0.179487,0.076923,0.0,0.102564,0.0,1.0,C,False,I,Minor
28.0,0.090909,0.0,0.181818,0.0,0.0,0.0,0.0,0.454545,0.090909,0.0,0.0,0.181818,1.0,C,False,V+,Major
29.0,0.090909,0.181818,0.0,0.0,0.0,0.0,0.0,0.545455,0.0,0.0,0.181818,0.0,1.0,F,False,VIIdim,Diminished
30.0,0.272727,0.0,0.0,0.0,0.0,0.454545,0.0,0.090909,0.0,0.181818,0.0,0.0,1.0,F,False,I+,Major
31.0,0.090909,0.0,0.0,0.0,0.0,0.545455,0.0,0.0,0.181818,0.0,0.0,0.181818,1.0,C,False,IIdim,Diminished
32.0,0.3125,0.0,0.0,0.3125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,1.0,C,False,I,Minor
36.0,0.3125,0.0,0.3125,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,1.0,C,False,IIdim,Diminished
40.0,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.1875,0.0,0.0,0.0,1.0,C,False,IV,Minor
44.0,0.5,0.0,0.0,0.0,0.3125,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,1.0,C,False,I+,Major
48.0,0.0,0.375,0.0,0.0,0.0,0.3125,0.0,0.0,0.3125,0.0,0.0,0.0,1.0,C,False,bII,Major
52.0,0.0,0.0,0.1875,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.1875,1.0,C,False,V+,Major
56.0,0.294118,0.0,0.0,0.0,0.352941,0.0,0.0,0.352941,0.0,0.0,0.0,0.0,1.0,C,False,I+,Major
62.0,0.1,0.0,0.3,0.0,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.05,1.0,C,False,V+,Major
64.0,0.288462,0.0,0.0,0.0,0.365385,0.0,0.0,0.346154,0.0,0.0,0.0,0.0,1.0,C,False,I+,Major
70.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.05,1.0,C,False,V+,Major
72.0,0.153846,0.0,0.365385,0.0,0.0,0.0,0.0,0.346154,0.0,0.0,0.0,0.134615,1.0,C,False,V,Minor
78.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,1.0,C,False,IV+,Major
80.0,0.625,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,1.0,C,False,IV,Minor
84.0,0.625,0.0,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,1.0,C,False,I+,Major
88.0,0.352941,0.0,0.0,0.352941,0.0,0.0,0.0,0.0,0.294118,0.0,0.0,0.0,1.0,A-,True,I,Major
94.0,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.05,0.1,0.0,0.3,0.0,1.0,A-,True,V,Major
96.0,0.365385,0.0,0.0,0.346154,0.0,0.0,0.0,0.0,0.288462,0.0,0.0,0.0,1.0,A-,True,I,Major
102.0,0.0,0.0,0.0,0.361111,0.0,0.013889,0.0,0.111111,0.180556,0.0,0.333333,0.0,1.0,A-,True,V,Major
110.0,0.0,0.269231,0.0,0.0,0.115385,0.076923,0.0,0.0,0.538462,0.0,0.0,0.0,1.0,A-,True,IV,Major
116.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,A-,True,I,Major
118.0,0.1875,0.0,0.1875,0.0,0.0,0.0,0.3125,0.0,0.3125,0.0,0.0,0.0,1.0,G,True,V,Major
120.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.1875,1.0,G,True,I,Major
