offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
137.25,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.0,F,False,I,Minor
138.25,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,F,False,IV,Minor
138.75,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,F,False,I,Minor
139.75,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,F,False,IV,Minor
140.25,0.5,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.416667,0.0,0.0,0.0,F,False,I,Minor
141.25,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.166667,0.0,F,False,V+7,Dominant seventh
141.75,0.5,0.0,0.0,0.0,0.0,0.416667,0.0,0.0,0.083333,0.0,0.0,0.0,F,False,I,Minor
142.75,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,F,False,IV,Minor
143.25,0.703704,0.0,0.0,0.0,0.0,0.12963,0.0,0.037037,0.111111,0.0,0.018519,0.0,F,False,I,Minor
147.75,0.25,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.125,0.0,0.0,B-,False,V+,Major
148.75,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.125,0.0,B-,False,I,Minor
149.75,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,B-,False,V+,Major
150.25,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,B-,False,I,Minor
150.75,0.125,0.125,0.0,0.40625,0.0,0.09375,0.25,0.0,0.0,0.0,0.0,0.0,B-,False,IV,Minor
153.75,0.066667,0.016667,0.283333,0.0,0.083333,0.166667,0.0,0.066667,0.216667,0.016667,0.0,0.083333,C,True,DimVII,Undefined
159.75,0.050633,0.35443,0.0,0.050633,0.075949,0.132911,0.0,0.126582,0.101266,0.012658,0.094937,0.0,F,False,IV,Minor
173.25,0.222222,0.0,0.0,0.0,0.0,0.277778,0.0,0.444444,0.055556,0.0,0.0,0.0,F,False,I,Minor
174.75,0.0,0.333333,0.0,0.0,0.0,0.083333,0.0,0.5,0.0,0.0,0.083333,0.0,F,False,IV,Minor
176.25,0.333333,0.0,0.0,0.0,0.0,0.25,0.0,0.333333,0.083333,0.0,0.0,0.0,F,False,I,Minor
177.75,0.0,0.222222,0.0,0.222222,0.444444,0.055556,0.0,0.0,0.0,0.0,0.055556,0.0,F,False,IV,Minor
179.25,0.222222,0.0,0.0,0.0,0.0,0.722222,0.0,0.0,0.055556,0.0,0.0,0.0,F,False,I,Minor
180.75,0.0,0.333333,0.0,0.166667,0.333333,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0,F,False,IV,Minor
182.25,0.333333,0.0,0.0,0.0,0.0,0.583333,0.0,0.0,0.083333,0.0,0.0,0.0,F,False,I,Minor
183.75,0.0,0.235294,0.0,0.0,0.0,0.058824,0.0,0.647059,0.0,0.0,0.058824,0.0,F,False,IV,Minor
185.25,0.222222,0.0,0.0,0.0,0.0,0.277778,0.0,0.444444,0.055556,0.0,0.0,0.0,F,False,I,Minor
186.75,0.0,0.347826,0.0,0.0,0.0,0.086957,0.0,0.478261,0.0,0.0,0.086957,0.0,F,False,IV,Minor
188.25,0.333333,0.0,0.0,0.0,0.0,0.25,0.0,0.333333,0.083333,0.0,0.0,0.0,F,False,I,Minor
189.75,0.0,0.222222,0.0,0.0,0.111111,0.166667,0.0,0.111111,0.222222,0.0,0.166667,0.0,F,False,IV,Minor
191.25,0.222222,0.0,0.0,0.0,0.0,0.722222,0.0,0.0,0.055556,0.0,0.0,0.0,F,False,I,Minor
192.75,0.135135,0.108108,0.0,0.0,0.013514,0.378378,0.0,0.054054,0.162162,0.0,0.148649,0.0,F,False,IV,Minor
