offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
0.0,0.375,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.1875,0.0,0.0625,0.0,F,False,I,Minor
2.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,F,False,IV,Minor
3.0,0.555556,0.111111,0.0,0.0,0.0,0.111111,0.0,0.0,0.166667,0.0,0.055556,0.0,F,False,I,Minor
5.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,F,False,V+7,Dominant seventh
6.0,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,F,False,I,Minor
7.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,F,False,IV,Minor
7.5,0.625,0.0,0.0,0.0,0.0,0.166667,0.0,0.041667,0.166667,0.0,0.0,0.0,F,False,I,Minor
10.5,0.75,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.083333,0.0,F,False,V+,Major
12.0,0.375,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.1875,0.0,0.0625,0.0,F,False,I,Minor
14.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,F,False,IV,Minor
15.0,0.666667,0.111111,0.0,0.0,0.0,0.111111,0.0,0.0,0.055556,0.0,0.055556,0.0,F,False,I,Minor
17.5,0.416667,0.0,0.0,0.0,0.0,0.083333,0.0,0.166667,0.166667,0.0,0.166667,0.0,F,False,V+7,Dominant seventh
19.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,F,False,DimVII,Undefined
19.5,0.583333,0.0,0.0,0.0,0.0,0.083333,0.0,0.25,0.0,0.0,0.083333,0.0,F,False,V+,Major
21.0,0.0,0.090909,0.0,0.0,0.0,0.136364,0.0,0.045455,0.454545,0.0,0.0,0.272727,F,False,GerVI,German sixth
24.0,0.375,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.1875,0.0,0.0625,0.0,F,False,I,Minor
26.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,F,False,IV,Minor
27.0,0.833333,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,F,False,I,Minor
28.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,F,False,IV,Minor
28.5,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.0,0.0,0.0,F,False,I,Minor
29.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,F,False,V+,Major
30.0,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,F,False,I,Minor
31.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,F,False,IV,Minor
31.5,0.576923,0.0,0.0,0.0,0.0,0.173077,0.0,0.076923,0.134615,0.0,0.038462,0.0,F,False,I,Minor
38.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,F,False,IV,Minor
39.0,0.833333,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,F,False,I,Minor
40.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,F,False,IV,Minor
40.5,0.583333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.25,0.0,0.083333,0.0,F,False,I,Minor
42.0,0.5,0.083333,0.0,0.0,0.0,0.083333,0.0,0.25,0.0,0.0,0.083333,0.0,F,False,V+,Major
45.0,0.333333,0.0,0.0,0.0,0.0,0.583333,0.0,0.0,0.083333,0.0,0.0,0.0,F,False,I,Minor
48.0,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.12,0.44,0.0,0.24,0.0,E-,False,V+,Major
51.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.833333,0.0,E-,False,I,Minor
52.5,0.5,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.333333,0.0,0.0,0.0,D-,True,V,Major
54.0,0.0,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.5,0.0,0.083333,0.0,D-,True,I,Major
57.0,0.111111,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,D-,True,V,Major
60.0,0.0,0.0,0.08,0.48,0.0,0.04,0.32,0.0,0.0,0.0,0.0,0.08,G-,True,IV,Major
63.0,0.0,0.083333,0.0,0.0,0.0,0.5,0.0,0.0,0.333333,0.0,0.0,0.083333,G-,True,V,Major
64.5,0.0,0.194444,0.0,0.055556,0.0,0.0,0.611111,0.0,0.0,0.0,0.138889,0.0,G-,True,I,Major
69.0,0.0,0.416667,0.0,0.166667,0.0,0.333333,0.0,0.0,0.083333,0.0,0.0,0.0,G-,True,V,Major
70.5,0.0,0.357143,0.0,0.142857,0.357143,0.0,0.0,0.035714,0.107143,0.0,0.0,0.0,D-,False,I,Minor
73.5,0.0,0.0,0.0,0.0,0.214286,0.0,0.142857,0.428571,0.0,0.142857,0.035714,0.035714,F,False,DimVII7,Undefined
76.5,0.357143,0.0,0.0,0.0,0.071429,0.0,0.0,0.285714,0.0,0.0,0.285714,0.0,F,False,V+7,Dominant seventh
78.0,0.033333,0.333333,0.0,0.066667,0.15,0.0,0.066667,0.133333,0.0,0.066667,0.15,0.0,F,False,DimVII,Undefined
84.0,0.055556,0.666667,0.0,0.0,0.0,0.055556,0.0,0.0,0.222222,0.0,0.0,0.0,F,False,VI,Major
85.5,0.277778,0.444444,0.0,0.0,0.055556,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,F,False,V+,Major
87.0,0.083333,0.5,0.0,0.0,0.0,0.083333,0.0,0.0,0.333333,0.0,0.0,0.0,F,False,I,Minor
88.5,0.25,0.333333,0.0,0.0,0.083333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,F,False,V+,Major
90.0,0.055556,0.055556,0.0,0.0,0.0,0.222222,0.0,0.0,0.222222,0.0,0.444444,0.0,F,False,VI,Major
91.5,0.722222,0.0,0.0,0.0,0.055556,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,F,False,V+,Major
93.0,0.083333,0.083333,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.333333,0.0,F,False,VI,Major
94.5,0.583333,0.0,0.0,0.0,0.083333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,F,False,V+,Major
96.0,0.119048,0.285714,0.0,0.0,0.0,0.119048,0.0,0.0,0.47619,0.0,0.0,0.0,F,False,I,Minor
97.5,0.181159,0.637681,0.0,0.0,0.036232,0.0,0.0,0.144928,0.0,0.0,0.0,0.0,F,False,V+,Major
100.75,0.083333,0.5,0.0,0.0,0.0,0.083333,0.0,0.0,0.333333,0.0,0.0,0.0,F,False,I,Minor
102.25,0.25,0.333333,0.0,0.0,0.083333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,F,False,V+,Major
103.75,0.188889,0.055556,0.0,0.0,0.0,0.222222,0.0,0.0,0.133333,0.0,0.4,0.0,F,False,IV,Minor
105.25,0.722222,0.0,0.0,0.0,0.055556,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,F,False,V+,Major
106.75,0.166667,0.166667,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,F,False,I,Minor
108.25,0.455556,0.0,0.0,0.0,0.055556,0.0,0.0,0.222222,0.066667,0.0,0.2,0.0,F,False,V+7,Dominant seventh
111.75,0.333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,F,False,I,Minor
112.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,F,False,V+,Major
113.25,0.5,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,F,False,I,Minor
114.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,F,False,IV,Minor
114.75,0.833333,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,F,False,I,Minor
115.75,0.222222,0.444444,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222,0.0,F,False,IV,Minor
116.25,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.0,0.0,0.0,F,False,I,Minor
117.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,F,False,V+7,Dominant seventh
117.75,0.568807,0.036697,0.0,0.009174,0.0,0.201835,0.0,0.036697,0.110092,0.0,0.036697,0.0,F,False,I,Minor
124.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,F,False,V+,Major
125.25,0.5,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,F,False,I,Minor
126.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,F,False,IV,Minor
126.75,0.833333,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,F,False,I,Minor
127.75,0.222222,0.444444,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222,0.0,F,False,IV,Minor
128.25,0.75,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,F,False,I,Minor
129.25,0.464286,0.071429,0.0,0.0,0.0,0.071429,0.0,0.214286,0.071429,0.0,0.107143,0.0,F,False,V+,Major
132.75,0.0,0.090909,0.0,0.0,0.0,0.136364,0.0,0.045455,0.454545,0.0,0.0,0.272727,F,False,VI,Major
135.75,0.25,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.125,0.0,0.0,0.0,F,False,I,Minor
136.75,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.166667,0.0,F,False,V+,Major
