offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
164.0,0.058824,0.176471,0.029412,0.058824,0.0,0.323529,0.088235,0.029412,0.176471,0.0,0.058824,0.0,D-,True,I,Major
175.0,0.277778,0.055556,0.0,0.222222,0.0,0.055556,0.111111,0.0,0.111111,0.0,0.111111,0.055556,D-,True,V,Major
181.0,0.2,0.35,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,D-,True,I,Major
191.5,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,F,False,I,Minor
192.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,F,False,V+,Major
193.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,F,False,I,Minor
194.5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,F,False,DimVII7,Undefined
195.5,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,C,True,DimVII7,Undefined
197.5,0.393939,0.0,0.0,0.0,0.272727,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,C,True,I,Major
204.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,C,True,V,Major
205.5,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,C,True,I,Major
207.5,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,F,False,I,Minor
208.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,F,False,V+,Major
209.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,F,False,I,Minor
210.5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,F,False,DimVII7,Undefined
211.5,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,C,True,DimVII7,Undefined
213.5,0.393939,0.0,0.0,0.0,0.272727,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,C,True,I,Major
220.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,C,True,V,Major
221.5,0.571429,0.0,0.0,0.0,0.214286,0.0,0.0,0.214286,0.0,0.0,0.0,0.0,C,True,I,Major
224.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,C,True,V,Major
225.5,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.083333,0.166667,0.0,0.0,0.0,C,True,I,Major
228.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,D-,True,I,Major
230.5,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,E-,True,V7,Dominant seventh
232.5,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.111111,0.0,0.0,0.222222,0.0,E-,True,I,Major
234.5,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,E-,True,IV,Major
235.5,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,A-,True,II,Minor
236.5,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,A-,True,V,Major
237.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,A-,True,I,Major
241.5,0.0,0.25,0.0,0.25,0.0,0.125,0.0,0.125,0.0,0.0,0.25,0.0,A-,True,V,Major
243.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,A-,True,I,Major
245.5,0.0,0.166667,0.0,0.166667,0.0,0.083333,0.0,0.25,0.083333,0.0,0.25,0.0,A-,True,V,Major
247.5,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,A-,True,I,Major
249.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,A-,True,II,Minor
250.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,A-,True,I,Major
251.5,0.083333,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.083333,0.0,0.166667,0.0,A-,True,V,Major
254.5,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,F,False,V+,Major
255.5,0.0,0.0,0.0,0.0,0.0,0.833333,0.0,0.0,0.166667,0.0,0.0,0.0,F,False,I,Minor
257.5,0.25,0.0,0.125,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.25,0.0,F,False,V+,Major
259.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,F,False,I,Minor
261.5,0.166667,0.0,0.083333,0.0,0.25,0.083333,0.0,0.25,0.0,0.0,0.166667,0.0,F,False,V+,Major
263.5,0.142857,0.0,0.0,0.0,0.0,0.214286,0.0,0.214286,0.357143,0.0,0.071429,0.0,F,False,I,Minor
267.5,0.25,0.0,0.0,0.0,0.1875,0.0625,0.0,0.1875,0.0625,0.0,0.125,0.125,F,False,V+,Major
271.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,F,False,I,Minor
273.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.333333,0.0,F,False,II,Undefined
275.5,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,F,False,I,Minor
276.5,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,F,False,V+,Major
277.5,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,F,False,VI,Major
278.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,F,False,IV,Minor
283.5,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,F,False,I,Minor
284.5,0.35,0.0,0.05,0.0,0.15,0.15,0.0,0.2,0.0,0.0,0.0,0.1,F,False,V+,Major
289.5,0.294118,0.0,0.0,0.0,0.0,0.529412,0.0,0.0,0.176471,0.0,0.0,0.0,F,False,I,Minor
295.5,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,F,False,V+,Major
299.5,0.166667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.333333,0.0,0.0,0.0,F,False,I,Minor
303.5,0.0,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.5,0.0,F,False,IV,Minor
307.5,0.666667,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,F,False,I,Minor
311.5,0.504854,0.0,0.0,0.0,0.038835,0.213592,0.0,0.038835,0.0,0.203883,0.0,0.0,F,False,V+,Major
