0.0,I,G- Major,553333/1000000
1.0,I,G- Major,3/4
2.0,I,G- Major,57619/100000
3.0,I,G- Major,3/4
4.0,V,G- Major,3/4
5.0,II,G- Major,1/2
8.0,I,G- Major,553333/1000000
9.0,I,G- Major,3/4
10.0,I,G- Major,57619/100000
11.0,I,G- Major,3/4
12.0,II,G- Major,3/4
14.0,III,G- Major,666667/1000000
16.0,I,G- Major,553333/1000000
17.0,I,G- Major,3/4
18.0,I,G- Major,57619/100000
19.0,I,G- Major,3/4
20.0,V,G- Major,3/4
21.0,II,G- Major,1/2
24.0,I,G- Major,553333/1000000
25.0,I,G- Major,3/4
26.0,I,G- Major,57619/100000
27.0,I,G- Major,3/4
28.0,II,G- Major,263889/500000
30.0,I,D- Major,11/20
32.0,V7,D- Major,94697/200000
33.0,I,D- Major,486111/1000000
34.0,V7,D- Major,462121/1000000
35.0,I,D- Major,0.653333
36.0,V7,D- Major,260101/500000
37.0,I,D- Major,506173/1000000
38.0,V7,D- Major,114899/250000
39.0,I,D- Major,506173/1000000
40.0,V7,D- Major,239899/500000
41.0,I,D- Major,486111/1000000
42.0,V7,D- Major,462121/1000000
43.0,I,D- Major,0.653333
44.0,V7,D- Major,13/20
48.0,I,G- Major,1/2
50.0,I,G- Major,333333/1000000
52.0,I,e- Minor,24127/40000
54.0,I,G- Major,1/2
55.0,I,G- Major,611111/1000000
56.0,III,G- Major,1/2
58.0,IV+,d- Minor,127619/200000
59.0,IV+,d- Minor,138889/250000
60.0,IV+,d- Minor,466667/1000000
61.0,I+,d- Minor,797619/1000000
62.0,IIdim7,d- Minor,607407/1000000
64.0,I+,d- Minor,1/2
75.0,V+7,d- Minor,62963/100000
80.0,I,D- Major,3/4
83.0,I,D- Major,3/8
84.0,I,D- Major,3/4
87.0,I,D- Major,3/8
88.0,I,D- Major,566667/1000000
89.0,FreVI,D- Major,58093/125000
90.0,II,G- Major,1/2
91.0,I,G- Major,392857/1000000
92.0,V7,G- Major,474747/1000000
93.0,V7,G- Major,208889/500000
94.0,IV,G- Major,533333/1000000
95.0,V7,G- Major,208889/500000
96.0,I,G- Major,553333/1000000
97.0,I,G- Major,3/4
98.0,I,G- Major,57619/100000
99.0,I,G- Major,3/4
100.0,V,G- Major,3/4
101.0,II,G- Major,1/2
104.0,I,G- Major,553333/1000000
105.0,I,G- Major,3/4
106.0,I,G- Major,57619/100000
107.0,I,G- Major,3/4
108.0,II,G- Major,3/4
109.0,III,G- Major,833333/1000000
110.0,II,G- Major,3/4
111.0,III,G- Major,833333/1000000
112.0,II,G- Major,288889/500000
113.0,I,G- Major,611111/1000000
114.0,V7,G- Major,607143/1000000
115.0,I,G- Major,3/4
116.0,II,G- Major,288889/500000
117.0,I,G- Major,611111/1000000
118.0,V7,G- Major,607143/1000000
119.0,I,G- Major,3/4
120.0,II,G- Major,288889/500000
122.0,I+,a- Minor,460317/1000000
123.0,I+,a- Minor,460317/1000000
124.0,I,G- Major,483333/1000000
128.0,I,G- Major,0.421941
129.0,V,G- Major,3/4
130.0,I,G- Major,407407/1000000
131.0,I,G- Major,666667/1000000
131.5,II7,G- Major,0.483333
132.5,V7,G- Major,0.511364
133.5,I,G- Major,0.75
134.5,V7,G- Major,388889/1000000
135.5,I,G- Major,632653/1000000
136.5,V7,G- Major,0.388889
137.5,I,G- Major,14/25
138.5,V7,G- Major,4329/10000
139.5,I,G- Major,481481/1000000
140.5,V7,G- Major,4329/10000
141.5,I,G- Major,127619/200000
142.5,V7,G- Major,447917/1000000
143.5,I,G- Major,147619/250000
144.5,V7,G- Major,0.4625
145.5,I,G- Major,3/5
146.5,V7,G- Major,4329/10000
147.5,I,G- Major,481481/1000000
148.5,V7,G- Major,206349/500000
149.5,I,G- Major,633333/1000000
150.5,V7,G- Major,362319/1000000
151.5,I,G- Major,583333/1000000
152.5,V7,G- Major,178261/500000
153.5,I,G- Major,583333/1000000
154.5,I,G- Major,111111/250000
155.5,I,G- Major,488889/1000000
156.5,I,G- Major,488889/1000000
157.5,I,G- Major,0.584615
158.5,I,G- Major,18263/31250
159.5,I,G- Major,492063/1000000
160.5,I,G- Major,492063/1000000
161.5,I,G- Major,118797/200000
166.5,I,G- Major,407407/1000000
167.5,I,G- Major,0.75
