0.0,VII,f# Minor,458333/1000000
8.0,III,f# Minor,3/4
10.0,VI,f# Minor,27/40
13.0,V,f# Minor,7/10
16.0,V,f# Minor,0.786667
20.0,DimVII,E Major,0.333333
24.0,VI,E Major,3/4
26.0,II,E Major,3/4
28.0,I,E Major,3/4
30.0,V7,E Major,566667/1000000
32.0,I,E Major,0.519231
40.0,III,e Minor,0.6875
44.0,I,e Minor,493421/1000000
46.0,I,e Minor,416667/1000000
48.0,V,e Minor,783333/1000000
50.0,I,e Minor,161111/250000
52.0,V,e Minor,388889/500000
54.0,V+,e Minor,671429/1000000
56.0,V,e Minor,388889/500000
58.0,V+,e Minor,626263/1000000
59.0,V+,e Minor,783333/1000000
60.0,I,e Minor,478571/1000000
61.0,I,e Minor,9/16
63.0,I,e Minor,583333/1000000
64.0,V,E Major,3/4
68.0,III,C Major,77381/125000
71.0,III,C Major,9/16
72.0,IV+,f# Minor,15/16
74.0,DimVII7,f# Minor,708333/1000000
76.0,V+7,f# Minor,391667/1000000
77.0,V+7,f# Minor,592593/1000000
78.0,I,f# Minor,733333/1000000
80.0,I,f# Minor,351111/1000000
81.0,bII,f# Minor,3/4
82.0,I,f# Minor,416667/1000000
84.0,I,f# Minor,728571/1000000
87.0,V+,f# Minor,388889/500000
88.0,I,f# Minor,0.786667
92.0,I,C# Major,0.7
96.0,bVI,C# Major,666667/1000000
98.0,DimVII7,C# Major,407843/1000000
99.0,bVI,C# Major,916667/1000000
100.0,I,G# Major,7/10
104.0,I,c# Minor,746667/1000000
106.0,IIdim,c# Minor,3/4
107.0,I,c# Minor,416667/1000000
108.0,V+,c# Minor,611111/1000000
111.0,V+7,c# Minor,288889/500000
114.0,I,G# Major,666667/1000000
115.0,I,G# Major,666667/1000000
116.0,I,c# Minor,388889/500000
124.0,IIdim,c# Minor,212963/500000
125.0,V+,c# Minor,611111/1000000
126.0,V+7,c# Minor,580247/1000000
127.0,IV,c# Minor,407407/1000000
128.0,I,c# Minor,688889/1000000
133.0,VI,C# Major,1/2
134.0,VI,C# Major,1/2
136.0,bII,C# Major,8/25
137.0,V7,C# Major,138889/250000
138.0,II,C# Major,1/2
139.0,V,C# Major,666667/1000000
140.0,DimVII,C# Major,1/2
141.0,V7,C# Major,138889/250000
142.0,V,C# Major,666667/1000000
143.0,II,C# Major,1/2
144.0,V7,C# Major,138889/250000
145.0,DimVII,C# Major,1/2
146.0,II,C# Major,1/2
147.0,bVI,C# Major,407407/1000000
148.0,DimVII,C# Major,583333/1000000
150.0,II,C# Major,590909/1000000
151.0,bVI,C# Major,32197/62500
152.0,IV,c# Minor,111111/250000
154.0,bII,c# Minor,37037/100000
155.0,IV,c# Minor,480519/1000000
156.0,IV,c# Minor,111111/250000
158.0,VI,c# Minor,3/4
160.0,IIdim,c# Minor,3/4
162.0,V+7,c# Minor,580247/1000000
164.0,I,c# Minor,0.786667
168.0,DimVII,E Major,0.333333
172.0,VI,E Major,3/4
174.0,II,E Major,3/4
176.0,I,E Major,3/4
178.0,V7,E Major,566667/1000000
180.0,I,E Major,0.75
184.0,V7,E Major,55303/100000
185.0,V7,E Major,55303/100000
186.0,V7,E Major,55303/100000
187.0,V7,E Major,0.55303
188.0,III,c# Minor,3/4
190.0,V+7,c# Minor,173611/250000
191.0,I,c# Minor,783333/1000000
192.0,V+7,c# Minor,162963/250000
194.0,I,c# Minor,746667/1000000
196.0,bII,c# Minor,173077/250000
198.0,DimVII,c# Minor,666667/1000000
200.0,I,c# Minor,769231/1000000
204.0,I,f# Minor,230769/500000
205.0,I,f# Minor,9/16
207.0,I,f# Minor,583333/1000000
208.0,V+,f# Minor,783333/1000000
212.0,I,f# Minor,230769/500000
213.0,I,f# Minor,9/16
215.0,I,f# Minor,583333/1000000
216.0,V+,f# Minor,783333/1000000
218.0,I,f# Minor,783333/1000000
220.0,IV+,f# Minor,11/20
223.0,VII,f# Minor,3/4
224.0,III,f# Minor,19/32
225.0,I,f# Minor,416667/1000000
227.0,V,f# Minor,783333/1000000
228.0,I,f# Minor,633333/1000000
230.0,V+,f# Minor,916667/1000000
231.0,I,f# Minor,666667/1000000
232.0,I,c# Minor,783333/1000000
234.0,V+7,c# Minor,287037/500000
236.0,I,c# Minor,0.766667
240.0,V+7,c# Minor,0.604938
244.0,I,c# Minor,0.777778
248.0,V+,c# Minor,611111/1000000
249.0,IV,c# Minor,407407/1000000
250.0,IIdim,c# Minor,212963/500000
251.0,IV,c# Minor,0.4
252.0,I,c# Minor,0.777778
256.0,V+,c# Minor,611111/1000000
257.0,IV,c# Minor,407407/1000000
258.0,IIdim,c# Minor,212963/500000
259.0,IV,c# Minor,0.4
260.0,I,c# Minor,0.766667
