offset,tonic,key,chord
0.0,G,M,I
24.0,D,M,V7
28.0,D,M,I
32.0,D,M,V7
36.0,G,M,V7
44.0,G,M,I
60.0,C,M,V7
68.0,C,M,I
92.0,G,M,IV
104.0,G,M,V7
108.0,G,M,I
