offset,tonic,key,chord
6.0,B,M,V7
12.0,B,M,I
18.0,B,M,V7
25.0,B,M,I
28.0,G#,m,V+
29.0,G#,m,I
33.0,G#,m,V
42.0,B,M,V
49.0,B,M,I
51.0,D#,M,DimVII7
51.5,B,M,I
52.0,B,M,IV
52.5,B,M,I
53.0,B,M,V
53.5,B,M,I
54.0,B,M,V7
69.0,B,M,VI
72.0,B,M,I
