offset,tonic,key
1.0,E,M
11.0,A,M
15.0,F#,m
23.0,E,M
43.0,A,M
47.0,B,M
53.0,G#,m
56.0,F#,M
61.0,B,M
65.0,F#,m
73.0,G#,m
79.0,F#,m
83.0,E,m
93.0,E,M
105.0,C,M
133.0,B,M
137.0,E,M
153.0,C#,m
164.0,E,M
170.0,G#,m
181.5,F#,m
184.5,E,m
206.5,B,m
217.5,A,m
221.5,A,M
229.5,E,M
236.5,A,M
244.5,G,M
249.5,F#,m
257.5,C#,m
269.5,B,m
273.5,E,M
