offset,tonic,key
0.0,D,M
60.0,D,m
72.0,G,M
78.0,D,m
87.0,G,M
96.0,D,M
111.0,G,m
117.0,D,M
177.0,D,m
189.0,G,M
195.0,D,m
204.0,G,M
213.0,D,m
225.0,D,M
