offset,tonic,key
0.0,F,m
4.0,C,M
21.0,Db,M
23.0,Eb,M
28.0,Ab,M
47.0,F,m
77.0,C,M
80.0,Db,M
110.0,Gb,M
137.0,Eb,m
147.0,Db,M
191.5,F,m
195.5,C,M
207.5,F,m
211.5,C,M
228.5,Db,M
230.5,Eb,M
235.5,Ab,M
254.5,F,m
