offset,tonic,key
0.5,Eb,M
6.5,F,m
14.0,C,m
17.0,Bb,M
18.5,Eb,M
30.5,F,m
38.0,C,m
41.0,Bb,M
42.5,Eb,M
51.5,F,M
54.5,Eb,M
60.5,F,M
65.0,C,m
68.0,B♭,M
70.0,E,M
71.0,F,M
72.0,E♭,M
78.5,F,m
86.0,C,m
89.0,Bb,M
90.5,E♭,M
99.5,Bb,M
102.5,Eb,M
108.5,F,m
114.5,B♭,M
118.0,E,M
119.0,F,M
120.0,E♭,M
126.5,F,m
137.0,Bb,M
138.5,Eb,M
144.5,Eb,m
162.5,E♭,M
168.5,Eb,m
179.0,Bb,M
182.0,C,m
185.0,Bb,M
186.5,Eb,M
