offset,tonic,key
0.0,G,m
20.0,D,m
40.0,G,m
86.0,G,m
126.0,Bb,M
150.0,F,M
152.0,Bb,M
153.5,Eb,M
156.0,Bb,M
164.0,F,M
166.5,Bb,M
190.0,C,m
217.5,F,M
226.0,G,m
235.0,Bb,M
237.0,C,M
239.0,D,m
240.0,G,m
250.0,G,m
