offset,tonic,key
1.0,A,m
14.0,E,m
17.0,C,M
25.0,A,m
50.0,A,M
55.0,E,M
56.0,A,m
66.0,F#,m
78.0,C#,m
82.0,A,M
98.0,F#,m
114.0,A,M
119.0,E,m
120.0,A,M
130.0,A,m
146.0,C,M
154.0,A,m
178.0,A,M
183.0,E,M
184.0,A,M
