offset,tonic,key
0.0,C#,m
10.0,F#,m
14.0,C#,m
124.0,F#,m
136.0,C#,m
172.0,A♭,M
184.0,A,m
190.0,B,m
202.0,Db,m
241.0,C,M
260.0,C#,m
261.0,C,m
262.0,C#,m
265.0,C,m
268.0,C#,m
341.0,C#,M
