offset,tonic,key
0.0,Db,M
8.0,Db,m
16.0,Db,M
24.0,Gb,M
32.0,Ab,M
34.0,Db,M
36.0,Gb,M
38.0,Cb,M
40.0,Gb,M
48.0,Db,M
64.0,Eb,m
66.0,F,m
68.0,Bb,m
70.0,Eb,m
72.0,F,m
74.0,Db,M
83.0,Eb,m
85.0,Ab,M
