offset,tonic,key
22.0,A,m
37441/240,A,M
41041/240,F#,m
41521/240,A,M
48961/240,A,m
43201/120,A,M
48961/120,A,m
56641/120,E,m
56881/120,A,m
62641/120,E,M
67681/120,A,m
72481/120,E,m
