offset,tonic,key
0.0,A,M
18.0,E,M
24.0,C#,M
25.5,E,M
27.0,B,M
28.5,E,M
40.0,B,M
44.5,E,M
111.0,F#,m
137.0,B,m
145.5,C#,m
161.5,A,m
171.0,A,M
