offset,tonic,key
0.0,G#,m
85.5,C#,m
102.0,G#,m
117.0,C#,m
129.0,G#,m
180.0,G#,m
189.0,C#,m
199.5,G#,m
237.0,G#,m
246.0,C#,m
252.0,G#,m
262.5,C#,m
279.0,G#,m
