offset,tonic,key
1.0,F,M
50.0,B♭,M
55.0,A♭,M
61.0,C,m
73.0,B,m
84.0,B,M
109.0,E,M
115.0,D,M
121.0,F#,m
133.0,F,m
139.0,F,M
179.0,E,M
182.0,F,M
185.0,E,M
188.0,F,M
