offset,key
0.0,b- Minor
2.0,b- Minor
10.0,b- Minor
11.0,b- Minor
12.0,b- Minor
15.0,b- Minor
16.0,b- Minor
17.0,b- Minor
8641/480,b- Minor
9121/480,b- Minor
9601/480,B- Major
10081/480,b- Minor
10561/480,b- Minor
11041/480,b- Minor
3841/160,D- Major
5441/160,D- Major
5761/160,D- Major
6241/160,D- Major
6401/160,D- Major
6561/160,D- Major
7201/160,D- Major
7361/160,D- Major
7521/160,D- Major
