offset,key
0.0,G- Major
1.0,G- Major
2.0,G- Major
3.0,G- Major
4.0,G- Major
5.0,G- Major
8.0,G- Major
9.0,G- Major
10.0,G- Major
11.0,G- Major
12.0,G- Major
14.0,G- Major
16.0,G- Major
17.0,G- Major
18.0,G- Major
19.0,G- Major
20.0,G- Major
21.0,G- Major
24.0,G- Major
25.0,G- Major
26.0,G- Major
27.0,G- Major
28.0,G- Major
30.0,D- Major
32.0,D- Major
33.0,D- Major
34.0,D- Major
35.0,D- Major
36.0,D- Major
37.0,D- Major
38.0,D- Major
39.0,D- Major
40.0,D- Major
41.0,D- Major
42.0,D- Major
43.0,D- Major
44.0,D- Major
48.0,G- Major
50.0,G- Major
52.0,e- Minor
54.0,G- Major
55.0,G- Major
56.0,G- Major
58.0,d- Minor
59.0,d- Minor
60.0,d- Minor
61.0,d- Minor
62.0,d- Minor
64.0,d- Minor
75.0,d- Minor
80.0,D- Major
83.0,D- Major
84.0,D- Major
87.0,D- Major
88.0,D- Major
89.0,D- Major
90.0,G- Major
91.0,G- Major
92.0,G- Major
93.0,G- Major
94.0,G- Major
95.0,G- Major
96.0,G- Major
97.0,G- Major
98.0,G- Major
99.0,G- Major
100.0,G- Major
101.0,G- Major
104.0,G- Major
105.0,G- Major
106.0,G- Major
107.0,G- Major
108.0,G- Major
109.0,G- Major
110.0,G- Major
111.0,G- Major
112.0,G- Major
113.0,G- Major
114.0,G- Major
115.0,G- Major
116.0,G- Major
117.0,G- Major
118.0,G- Major
119.0,G- Major
120.0,G- Major
122.0,a- Minor
123.0,a- Minor
124.0,G- Major
128.0,G- Major
129.0,G- Major
130.0,G- Major
131.0,G- Major
131.5,G- Major
132.5,G- Major
133.5,G- Major
134.5,G- Major
135.5,G- Major
136.5,G- Major
137.5,G- Major
138.5,G- Major
139.5,G- Major
140.5,G- Major
141.5,G- Major
142.5,G- Major
143.5,G- Major
144.5,G- Major
145.5,G- Major
146.5,G- Major
147.5,G- Major
148.5,G- Major
149.5,G- Major
150.5,G- Major
151.5,G- Major
152.5,G- Major
153.5,G- Major
154.5,G- Major
155.5,G- Major
156.5,G- Major
157.5,G- Major
158.5,G- Major
159.5,G- Major
160.5,G- Major
161.5,G- Major
166.5,G- Major
167.5,G- Major
