offset,key
0.0,c Minor
6.0,A- Major
10.0,c Minor
12.0,f Minor
14.0,A- Major
18.0,c Minor
20.0,f Minor
22.0,A- Major
27.25,f Minor
28.375,A- Major
30.375,f Minor
35.375,C Major
36.375,f Minor
38.375,A- Major
42.375,c Minor
44.375,f Minor
46.375,A- Major
50.375,c Minor
52.375,f Minor
54.375,A- Major
59.375,G- Major
60.125,f Minor
67.38541666666667,a- Minor
68.38541666666667,f Minor
69.38541666666667,a- Minor
71.38541666666667,A- Major
75.38541666666667,c Minor
79.38541666666667,C Major
80.38541666666667,G Major
81.38541666666667,f Minor
92.38541666666667,C Major
95.38541666666667,b- Minor
96.13541666666667,f Minor
102.38541666666667,A- Major
106.38541666666667,f Minor
111.38541666666667,E- Major
111.88541666666667,A- Major
114.38541666666667,c Minor
116.38541666666667,f Minor
118.38541666666667,A- Major
123.38541666666667,G- Major
124.38541666666667,f Minor
131.38541666666666,a- Minor
132.38541666666666,f Minor
133.38541666666666,a- Minor
135.38541666666666,A- Major
139.38541666666666,c Minor
143.38541666666666,C Major
144.38541666666666,G Major
145.38541666666666,f Minor
156.38541666666666,C Major
159.38541666666666,b- Minor
160.13541666666666,f Minor
164.38541666666666,A- Major
170.38541666666666,f Minor
175.38541666666666,E- Major
175.88541666666666,A- Major
177.63541666666666,a Minor
179.38541666666666,f Minor
182.38541666666666,A- Major
187.38541666666666,G- Major
188.13541666666666,f Minor
205.39375,c Minor
221.39375,g Minor
230.39375,C Major
231.39375,f Minor
237.39375,b- Minor
238.39375,C Major
239.64375,f Minor
246.39375,b- Minor
247.64375,A- Major
248.39375,b- Minor
253.39375,e- Minor
254.39375,F Major
254.64375,d Minor
255.64375,b- Minor
260.89375,G- Major
266.39375,b- Minor
276.39375,D- Major
277.39375,b- Minor
278.14375,d- Minor
283.14375,f Minor
284.89375,C Major
285.89375,D- Major
286.89375,B- Major
287.39375,A Major
288.89375,d Minor
289.39375,A Major
289.89375,f Minor
290.89375,e Minor
291.39375,c Minor
291.89375,f Minor
294.39375,A- Major
298.39375,f Minor
303.39375,A- Major
306.39375,C Major
307.39375,f Minor
311.89375,F Major
312.39375,B- Major
313.39375,b- Minor
315.39375,E- Major
315.64375,f Minor
317.39375,D- Major
319.39375,G- Major
320.39375,A- Major
322.64375,C Major
323.39375,f Minor
327.39375,B- Major
331.39375,c Minor
331.64375,C Major
331.89375,F Major
332.39375,D- Major
334.39375,G- Major
337.64375,a- Minor
338.39375,C Major
339.64375,F Major
340.39375,f Minor
341.39375,F Major
343.89375,B- Major
344.64375,b- Minor
345.89375,B- Major
346.64375,b- Minor
348.89375,f Minor
349.39375,b- Minor
350.39375,f Minor
352.39375,b- Minor
352.64375,E- Major
353.39375,b- Minor
353.89375,E- Major
354.39375,b- Minor
355.89375,F Major
