0.0,I+,g# Minor,0.5053448930880073
9.0,I,c# Minor,0.6862208542518133
12.0,I,g# Minor,0.6177023657319962
15.0,I,g# Minor,0.6536300408228201
20.0,I,g# Minor,0.8412993004164193
25.0,III,c# Minor,0.5387708056034892
28.0,V+,c# Minor,0.48310432207199466
32.0,V+,c# Minor,0.7062363160729854
36.0,III,c# Minor,0.7230093376895872
37.0,III,c# Minor,0.7230093376895872
38.0,III,c# Minor,0.7230093376895872
39.0,I,g# Minor,0.8120057658300963
40.0,I,g# Minor,0.7381870598455421
41.0,IV,g# Minor,0.7365282125200466
45.0,I,g# Minor,0.7528568586663639
48.0,I,g# Minor,0.6850340768752613
49.0,I+,g# Minor,0.6089191794446767
50.0,I,g# Minor,0.8782488165067452
58.0,III,c# Minor,0.5766531968828743
61.0,III,c# Minor,0.7439044393583613
63.0,I,E Major,0.7855990736196156
64.0,I,E Major,0.6983102876618804
65.0,VI,E Major,0.8080447614373188
66.0,IIdim7,c# Minor,0.703327833575178
67.0,IIdim7,c# Minor,0.703327833575178
68.0,IV,E Major,0.44891375635406605
69.0,V+7,c# Minor,0.8629472247268204
72.0,I,c# Minor,0.6472104185451153
74.0,V,c# Minor,0.7550788216359678
75.0,III,c# Minor,0.7063211610015416
76.0,IIdim7,g# Minor,0.6143647061545738
77.0,V,c# Minor,0.5433239700011859
78.0,V,c# Minor,0.94320796172319
84.0,VI,c# Minor,0.818044776670739
85.0,IIdim7,c# Minor,0.6544358213365913
86.0,IIdim7,c# Minor,0.7271509125962125
87.0,VI,c# Minor,0.818044776670739
88.0,IIdim7,c# Minor,0.6544358213365913
89.0,IIdim7,c# Minor,0.7271509125962125
90.0,VI,c# Minor,0.798819932478569
91.0,bII,c# Minor,0.5769255067900776
92.0,bII,c# Minor,0.7089242420714366
96.0,I,c# Minor,0.8970811541031745
99.0,IIdim,c# Minor,0.654390798092455
100.0,I,c# Minor,0.6980168512986187
101.0,I,c# Minor,0.9161471173294371
102.0,V+,g# Minor,0.7396874450452016
103.0,V+7,g# Minor,0.7396874450452016
104.0,V,c# Minor,0.5980541027354496
105.0,V+,g# Minor,0.6657187005406815
106.0,V+7,g# Minor,0.7396874450452016
107.0,V+,g# Minor,0.5917499560361612
108.0,V,c# Minor,0.9466634959674312
111.0,VI,c# Minor,0.8114258536863695
112.0,IIdim7,c# Minor,0.6491406829490957
113.0,IIdim7,c# Minor,0.7212674254989951
114.0,VI,c# Minor,0.8114258536863695
115.0,IIdim7,c# Minor,0.6491406829490957
116.0,IIdim7,c# Minor,0.7212674254989951
117.0,VI,c# Minor,0.8114258536863695
118.0,bII,c# Minor,0.5860297832179336
119.0,bII,c# Minor,0.801022958126288
123.0,I,c# Minor,0.8674977403359871
126.0,V+,c# Minor,0.6174608121262903
127.0,I,c# Minor,0.6174608121262903
128.0,I,c# Minor,0.7644752912039785
129.0,V+,g# Minor,0.735554822231931
130.0,V+7,g# Minor,0.735554822231931
131.0,DimVII,g# Minor,0.44133289333915865
132.0,V+,g# Minor,0.6861468194943633
133.0,V+7,g# Minor,0.762385354993737
134.0,V+,g# Minor,0.6099082839949896
135.0,I,g# Minor,0.8767431582427977
136.0,I,g# Minor,0.8316931145386223
137.0,I,g# Minor,0.7841677937078438
138.0,IV,g# Minor,0.8126571486770761
141.0,I,g# Minor,0.788843019778114
144.0,I,g# Minor,0.7003267245947097
145.0,I+,g# Minor,0.6225126440841864
146.0,I,g# Minor,0.8978547751214226
154.0,VI,g# Minor,0.7488869474989669
162.0,V7,C# Major,0.6584498287263236
163.0,V7,C# Major,0.7407560573171141
165.0,I,A# Major,0.5141636113592942
168.0,DimVII7,C# Major,0.6584498287263236
169.0,DimVII7,C# Major,0.6584498287263236
170.0,DimVII7,C# Major,0.5144139286924403
171.0,I,C# Major,0.8458825740114725
174.0,I,d# Minor,0.4993342357526753
175.0,I,d# Minor,0.4993342357526753
176.0,I,d# Minor,0.4993342357526753
177.0,I,d# Minor,0.4993342357526753
178.0,I,d# Minor,0.4993342357526753
179.0,I,d# Minor,0.4993342357526753
180.0,V,C# Major,0.6546630389456864
181.0,DimVII,d# Minor,0.5483307541180178
182.0,I,C# Major,0.4909972792092649
183.0,V+,c# Minor,0.6668692591377616
184.0,DimVII,d# Minor,0.5483307541180178
185.0,I,c# Minor,0.6668692591377616
186.0,III,C# Major,0.4305395969513831
189.0,I,c# Minor,0.8621174474310147
192.0,IIdim,c# Minor,0.7538888244938908
193.0,I,c# Minor,0.6910647557860666
194.0,I,c# Minor,0.9423610306173635
195.0,V+,g# Minor,0.7374631895187185
196.0,V+7,g# Minor,0.7374631895187185
197.0,DimVII,g# Minor,0.44247791371123113
198.0,V+,g# Minor,0.6637168705668466
199.0,V+7,g# Minor,0.7374631895187185
200.0,I,g# Minor,0.5899705516149748
202.0,I,g# Minor,0.8849558274224623
211.0,VI,g# Minor,0.5711510619560674
213.0,I,E Major,0.8245983056338867
219.0,V7,C# Major,0.6590363950322218
220.0,V7,C# Major,0.7414159444112496
222.0,I,A# Major,0.49654554753698094
225.0,DimVII7,C# Major,0.6590363950322218
226.0,DimVII7,C# Major,0.6590363950322218
227.0,DimVII7,C# Major,0.5148721836189232
228.0,I,C# Major,0.8516005491517031
231.0,I,d# Minor,0.4993342357526753
232.0,I,d# Minor,0.4993342357526753
233.0,I,d# Minor,0.4993342357526753
234.0,I,d# Minor,0.4993342357526753
235.0,I,d# Minor,0.4993342357526753
236.0,I,d# Minor,0.4993342357526753
237.0,V,C# Major,0.6567697893191129
238.0,DimVII,d# Minor,0.5483307541180178
239.0,I,C# Major,0.4925773419893347
240.0,V,C# Major,0.6613860594336591
241.0,DimVII,d# Minor,0.5483307541180178
242.0,I,C# Major,0.4960395445752444
243.0,III,C# Major,0.4376819510958038
246.0,I,c# Minor,0.8621174474310147
249.0,I,c# Minor,0.5496946926489374
251.0,I,c# Minor,0.9161578210815622
